scenario,source_row,o_tpb_taz,d_tpb_taz,o_activity,d_activity,departure_time_min,travel_mode,vehicle_occupancy,person_weight,vehicle_weight_unscaled,vehicle_weight
synthetic,148,412,135,2,1,931,4,1,1.00000000,1.00000000,12.00000000
synthetic,149,2931,2929,8,1,1155,4,1,1.00000000,1.00000000,12.00000000
synthetic,151,3674,3538,1,18,593,4,1,1.00000000,1.00000000,12.00000000
synthetic,152,1385,2075,10,8,894,4,1,1.00000000,1.00000000,12.00000000
synthetic,153,893,1202,5,9,544,4,1,1.00000000,1.00000000,12.00000000
synthetic,154,816,2977,5,1,922,4,1,1.00000000,1.00000000,12.00000000
synthetic,155,2032,540,2,1,739,4,1,1.00000000,1.00000000,12.00000000
synthetic,156,3063,3068,12,8,817,4,1,1.00000000,1.00000000,12.00000000
synthetic,157,1951,667,1,6,961,4,1,1.00000000,1.00000000,12.00000000
synthetic,158,2303,1490,16,1,1315,4,1,1.00000000,1.00000000,12.00000000
synthetic,159,1473,423,1,16,1069,4,2,1.00000000,0.50000000,6.00000000
synthetic,160,1242,1105,1,16,579,4,3,1.00000000,0.33333333,3.99999996
synthetic,161,1540,1810,1,16,1088,4,2,1.00000000,0.50000000,6.00000000
synthetic,165,1938,1649,1,5,580,4,1,1.00000000,1.00000000,12.00000000
synthetic,166,562,755,16,1,845,4,2,1.00000000,0.50000000,6.00000000
synthetic,167,3244,3079,2,1,1004,4,1,1.00000000,1.00000000,12.00000000
synthetic,168,2145,1911,11,1,1393,4,1,1.00000000,1.00000000,12.00000000
synthetic,169,3271,3038,2,1,914,4,1,1.00000000,1.00000000,12.00000000
synthetic,174,87,663,2,16,994,4,1,1.00000000,1.00000000,12.00000000
synthetic,183,2911,714,1,18,960,4,1,1.00000000,1.00000000,12.00000000
synthetic,184,562,3094,2,1,1068,4,1,1.00000000,1.00000000,12.00000000
synthetic,185,1675,1988,6,1,778,4,1,1.00000000,1.00000000,12.00000000
synthetic,186,3176,3023,16,1,1087,4,1,1.00000000,1.00000000,12.00000000
synthetic,188,511,835,11,8,1439,4,2,1.00000000,0.50000000,6.00000000
synthetic,191,2666,776,1,7,1324,4,1,1.00000000,1.00000000,12.00000000
synthetic,192,539,2914,1,12,828,4,1,1.00000000,1.00000000,12.00000000
synthetic,193,658,479,2,5,984,4,2,1.00000000,0.50000000,6.00000000
synthetic,196,639,1632,1,4,842,4,1,1.00000000,1.00000000,12.00000000
synthetic,197,917,917,1,18,855,4,1,1.00000000,1.00000000,12.00000000
synthetic,199,3631,2895,7,2,801,4,1,1.00000000,1.00000000,12.00000000
synthetic,200,558,2269,1,13,946,4,1,1.00000000,1.00000000,12.00000000
synthetic,201,637,3183,16,1,609,4,1,1.00000000,1.00000000,12.00000000
synthetic,202,628,617,7,1,1163,5,1,1.00000000,1.00000000,12.00000000
synthetic,204,3474,2112,1,2,467,4,1,1.00000000,1.00000000,12.00000000
synthetic,205,756,624,1,18,360,4,1,1.00000000,1.00000000,12.00000000
synthetic,207,2917,1246,5,1,880,4,2,1.00000000,0.50000000,6.00000000
synthetic,208,3184,3184,7,5,815,4,1,1.00000000,1.00000000,12.00000000
synthetic,209,3166,466,16,5,887,4,1,1.00000000,1.00000000,12.00000000
synthetic,211,1800,1573,9,13,1062,4,1,1.00000000,1.00000000,12.00000000
synthetic,212,3068,3340,1,9,609,4,2,1.00000000,0.50000000,6.00000000
synthetic,213,1838,2270,5,5,1045,4,1,1.00000000,1.00000000,12.00000000
synthetic,214,374,641,2,1,1230,4,1,1.00000000,1.00000000,12.00000000
synthetic,217,2928,981,1,7,1110,4,1,1.00000000,1.00000000,12.00000000
synthetic,219,647,3065,2,5,817,4,1,1.00000000,1.00000000,12.00000000
synthetic,220,3060,586,2,2,680,4,1,1.00000000,1.00000000,12.00000000
synthetic,221,1938,57,16,16,758,4,1,1.00000000,1.00000000,12.00000000
synthetic,222,1441,637,1,2,619,4,1,1.00000000,1.00000000,12.00000000
synthetic,223,3633,1457,2,5,990,4,1,1.00000000,1.00000000,12.00000000
synthetic,224,3302,2977,5,1,939,4,2,1.00000000,0.50000000,6.00000000
synthetic,225,222,3158,13,1,1049,4,1,1.00000000,1.00000000,12.00000000
synthetic,228,3192,625,1,10,778,4,1,1.00000000,1.00000000,12.00000000
synthetic,229,418,2223,5,8,1001,4,1,1.00000000,1.00000000,12.00000000
synthetic,231,898,717,1,16,492,4,2,1.00000000,0.50000000,6.00000000
synthetic,232,2929,893,10,5,917,4,1,1.00000000,1.00000000,12.00000000
synthetic,233,142,2879,1,4,1005,4,1,1.00000000,1.00000000,12.00000000
synthetic,234,2920,1639,1,2,510,4,1,1.00000000,1.00000000,12.00000000
synthetic,235,2734,2539,1,11,621,4,1,1.00000000,1.00000000,12.00000000
synthetic,236,2062,3448,5,1,973,4,1,1.00000000,1.00000000,12.00000000
synthetic,238,2984,3675,12,1,817,4,1,1.00000000,1.00000000,12.00000000
synthetic,240,988,2396,6,1,1185,4,2,1.00000000,0.50000000,6.00000000
synthetic,241,1525,3025,1,2,507,4,1,1.00000000,1.00000000,12.00000000
synthetic,242,584,2969,1,2,460,4,1,1.00000000,1.00000000,12.00000000
synthetic,243,2331,759,5,1,965,4,1,1.00000000,1.00000000,12.00000000
synthetic,246,467,3161,16,1,1201,1,1,1.00000000,1.00000000,12.00000000
synthetic,248,124,860,2,1,1052,4,1,1.00000000,1.00000000,12.00000000
synthetic,251,2069,622,16,1,1127,4,1,1.00000000,1.00000000,12.00000000
synthetic,252,2939,3072,1,2,432,4,3,1.00000000,0.33333333,3.99999996
synthetic,253,1266,623,1,16,579,5,1,1.00000000,1.00000000,12.00000000
synthetic,255,1111,3518,2,16,1155,4,2,1.00000000,0.50000000,6.00000000
synthetic,256,1908,662,1,2,714,4,1,1.00000000,1.00000000,12.00000000
synthetic,257,1773,703,2,3,987,4,1,1.00000000,1.00000000,12.00000000
synthetic,259,3538,3477,2,2,625,4,1,1.00000000,1.00000000,12.00000000
synthetic,260,2982,3382,2,5,869,4,1,1.00000000,1.00000000,12.00000000
synthetic,261,893,3307,5,1,988,4,1,1.00000000,1.00000000,12.00000000
synthetic,262,1731,3419,2,1,1027,4,1,1.00000000,1.00000000,12.00000000
synthetic,263,2327,1947,5,1,912,4,3,1.00000000,0.33333333,3.99999996
synthetic,265,1585,1572,1,16,914,4,2,1.00000000,0.50000000,6.00000000
synthetic,266,2414,2089,1,18,481,4,2,1.00000000,0.50000000,6.00000000
synthetic,267,2303,1501,1,2,480,4,1,1.00000000,1.00000000,12.00000000
synthetic,269,1571,1920,1,16,1075,4,1,1.00000000,1.00000000,12.00000000
synthetic,270,2388,1833,2,16,945,4,1,1.00000000,1.00000000,12.00000000
synthetic,273,2028,1694,7,1,920,4,2,1.00000000,0.50000000,6.00000000
synthetic,274,313,101,1,5,772,4,1,1.00000000,1.00000000,12.00000000
synthetic,277,2539,3042,16,1,800,4,1,1.00000000,1.00000000,12.00000000
synthetic,278,2628,2628,1,16,1072,4,2,1.00000000,0.50000000,6.00000000
synthetic,279,1589,1973,1,16,850,4,1,1.00000000,1.00000000,12.00000000
synthetic,280,212,1493,1,13,238,4,1,1.00000000,1.00000000,12.00000000
synthetic,283,3249,1950,10,6,691,4,2,1.00000000,0.50000000,6.00000000
synthetic,287,3340,537,18,1,694,4,1,1.00000000,1.00000000,12.00000000
synthetic,290,1998,2089,10,10,554,4,1,1.00000000,1.00000000,12.00000000
synthetic,292,3420,2624,2,1,775,4,1,1.00000000,1.00000000,12.00000000
synthetic,293,1618,624,1,11,1083,4,1,1.00000000,1.00000000,12.00000000
synthetic,300,1639,785,2,1,579,4,1,1.00000000,1.00000000,12.00000000
synthetic,302,1779,3573,4,1,963,4,1,1.00000000,1.00000000,12.00000000
synthetic,303,880,245,5,5,1026,4,1,1.00000000,1.00000000,12.00000000
synthetic,304,1521,184,1,16,1147,5,1,1.00000000,1.00000000,12.00000000
synthetic,305,3101,3576,1,2,582,4,1,1.00000000,1.00000000,12.00000000
synthetic,306,702,33,7,2,496,4,1,1.00000000,1.00000000,12.00000000
synthetic,309,1810,2114,1,11,474,4,1,1.00000000,1.00000000,12.00000000
synthetic,310,1575,2926,1,5,1223,4,1,1.00000000,1.00000000,12.00000000
synthetic,311,1863,3273,2,1,797,4,1,1.00000000,1.00000000,12.00000000
synthetic,312,1973,2307,11,1,1272,4,1,1.00000000,1.00000000,12.00000000
synthetic,314,1800,2135,16,1,642,4,1,1.00000000,1.00000000,12.00000000
synthetic,317,3077,3035,6,8,919,5,2,1.00000000,0.50000000,6.00000000
synthetic,319,1752,637,7,2,925,4,1,1.00000000,1.00000000,12.00000000
synthetic,320,2343,1490,1,16,1058,4,1,1.00000000,1.00000000,12.00000000
synthetic,321,2388,2765,15,1,1266,4,1,1.00000000,1.00000000,12.00000000
synthetic,327,122,662,1,6,650,4,1,1.00000000,1.00000000,12.00000000
synthetic,329,499,1645,1,2,522,4,1,1.00000000,1.00000000,12.00000000
synthetic,330,2632,3045,9,1,889,4,1,1.00000000,1.00000000,12.00000000
synthetic,333,2668,1205,1,5,1019,4,2,1.00000000,0.50000000,6.00000000
synthetic,334,3019,3069,2,1,1102,4,1,1.00000000,1.00000000,12.00000000
synthetic,335,2034,1065,5,1,1033,4,1,1.00000000,1.00000000,12.00000000
synthetic,336,542,2379,2,1,1022,4,1,1.00000000,1.00000000,12.00000000
synthetic,339,603,1652,1,16,1028,4,2,1.00000000,0.50000000,6.00000000
synthetic,341,1424,1800,9,16,809,4,2,1.00000000,0.50000000,6.00000000
synthetic,345,482,539,5,1,888,4,1,1.00000000,1.00000000,12.00000000
synthetic,347,1859,1352,2,6,693,4,1,1.00000000,1.00000000,12.00000000
synthetic,348,2388,3575,16,1,666,4,1,1.00000000,1.00000000,12.00000000
synthetic,350,2765,3050,1,2,649,4,1,1.00000000,1.00000000,12.00000000
synthetic,351,3303,2631,1,5,635,4,2,1.00000000,0.50000000,6.00000000
synthetic,353,1737,3038,18,10,724,4,1,1.00000000,1.00000000,12.00000000
synthetic,354,1877,2279,1,2,866,4,1,1.00000000,1.00000000,12.00000000
synthetic,355,1223,1779,1,2,774,4,2,1.00000000,0.50000000,6.00000000
synthetic,356,1439,2138,13,1,708,5,1,1.00000000,1.00000000,12.00000000
synthetic,358,2371,2066,2,5,1005,4,1,1.00000000,1.00000000,12.00000000
synthetic,360,1689,3475,2,5,906,4,1,1.00000000,1.00000000,12.00000000
synthetic,361,2666,1517,16,5,1026,4,2,1.00000000,0.50000000,6.00000000
synthetic,362,2559,1592,4,5,831,5,1,1.00000000,1.00000000,12.00000000
synthetic,363,3657,2028,1,16,932,4,3,1.00000000,0.33333333,3.99999996
synthetic,364,1022,2982,10,5,623,4,1,1.00000000,1.00000000,12.00000000
synthetic,365,3037,3072,2,1,763,4,1,1.00000000,1.00000000,12.00000000
synthetic,367,2125,686,1,18,666,4,1,1.00000000,1.00000000,12.00000000
synthetic,368,3269,3027,2,7,1069,4,1,1.00000000,1.00000000,12.00000000
synthetic,369,900,2986,16,1,815,4,1,1.00000000,1.00000000,12.00000000
synthetic,371,2978,2768,16,6,1186,4,3,1.00000000,0.33333333,3.99999996
synthetic,376,2275,3479,1,5,1004,4,5,1.00000000,0.20000000,2.40000000
synthetic,378,1642,714,16,8,1054,5,2,1.00000000,0.50000000,6.00000000
synthetic,379,1729,571,7,1,1053,4,2,1.00000000,0.50000000,6.00000000
synthetic,382,3019,662,1,16,1129,4,1,1.00000000,1.00000000,12.00000000
synthetic,384,3023,342,5,16,1126,4,2,1.00000000,0.50000000,6.00000000
synthetic,385,2968,3027,1,4,514,4,1,1.00000000,1.00000000,12.00000000
synthetic,386,119,979,1,10,559,4,1,1.00000000,1.00000000,12.00000000
synthetic,388,3566,1931,18,5,956,4,2,1.00000000,0.50000000,6.00000000
synthetic,389,1665,2123,5,7,751,4,1,1.00000000,1.00000000,12.00000000
synthetic,390,3287,2145,2,10,900,4,1,1.00000000,1.00000000,12.00000000
synthetic,391,1021,1478,1,2,479,4,1,1.00000000,1.00000000,12.00000000
synthetic,392,2068,277,10,1,1016,4,1,1.00000000,1.00000000,12.00000000
synthetic,393,3381,3511,1,5,542,4,1,1.00000000,1.00000000,12.00000000
synthetic,394,3096,1472,5,5,777,4,2,1.00000000,0.50000000,6.00000000
synthetic,395,3013,466,2,1,870,4,1,1.00000000,1.00000000,12.00000000
synthetic,396,2961,3378,2,6,940,4,1,1.00000000,1.00000000,12.00000000
synthetic,399,3380,3395,10,1,1095,4,1,1.00000000,1.00000000,12.00000000
synthetic,400,3256,3111,2,10,1042,4,1,1.00000000,1.00000000,12.00000000
synthetic,401,3044,2541,6,1,1162,4,2,1.00000000,0.50000000,6.00000000
synthetic,404,1769,1977,2,1,1046,4,1,1.00000000,1.00000000,12.00000000
synthetic,405,1920,237,1,5,804,4,2,1.00000000,0.50000000,6.00000000
synthetic,407,2924,1878,10,8,663,4,1,1.00000000,1.00000000,12.00000000
synthetic,408,3254,981,2,1,904,4,1,1.00000000,1.00000000,12.00000000
synthetic,409,2302,1920,16,2,656,4,1,1.00000000,1.00000000,12.00000000
synthetic,410,3254,3241,16,8,439,4,2,1.00000000,0.50000000,6.00000000
synthetic,411,980,2177,10,1,779,4,1,1.00000000,1.00000000,12.00000000
synthetic,413,654,1739,2,13,855,4,1,1.00000000,1.00000000,12.00000000
synthetic,414,1407,1483,3,1,1004,4,2,1.00000000,0.50000000,6.00000000
synthetic,415,1584,3479,1,5,872,4,1,1.00000000,1.00000000,12.00000000
synthetic,416,1421,1357,2,1,726,4,1,1.00000000,1.00000000,12.00000000
synthetic,417,2727,2735,1,16,883,5,1,1.00000000,1.00000000,12.00000000
synthetic,418,3270,2270,1,2,753,4,1,1.00000000,1.00000000,12.00000000
synthetic,419,1704,2637,2,1,786,4,1,1.00000000,1.00000000,12.00000000
synthetic,420,2071,1779,1,13,631,4,1,1.00000000,1.00000000,12.00000000
synthetic,423,2986,3096,18,2,810,4,1,1.00000000,1.00000000,12.00000000
synthetic,424,1911,36,1,2,482,4,1,1.00000000,1.00000000,12.00000000
synthetic,425,1592,1592,1,10,583,4,2,1.00000000,0.50000000,6.00000000
synthetic,428,3158,630,2,10,951,4,1,1.00000000,1.00000000,12.00000000
synthetic,430,735,933,2,1,1001,4,1,1.00000000,1.00000000,12.00000000
synthetic,432,3475,3295,1,2,845,4,2,1.00000000,0.50000000,6.00000000
synthetic,433,1994,1517,16,1,1310,4,1,1.00000000,1.00000000,12.00000000
synthetic,434,546,2904,2,1,921,4,1,1.00000000,1.00000000,12.00000000
synthetic,437,1547,2637,1,16,805,4,2,1.00000000,0.50000000,6.00000000
synthetic,438,2750,2066,1,10,838,5,1,1.00000000,1.00000000,12.00000000
synthetic,441,3101,1515,6,1,1241,4,1,1.00000000,1.00000000,12.00000000
synthetic,442,2961,624,10,1,993,4,2,1.00000000,0.50000000,6.00000000
synthetic,443,984,1854,1,4,495,4,1,1.00000000,1.00000000,12.00000000
synthetic,444,3184,1828,13,1,593,4,1,1.00000000,1.00000000,12.00000000
synthetic,445,65,312,2,1,1132,4,1,1.00000000,1.00000000,12.00000000
synthetic,446,750,2069,1,5,1104,4,2,1.00000000,0.50000000,6.00000000
synthetic,448,691,2852,13,5,870,4,1,1.00000000,1.00000000,12.00000000
synthetic,449,1555,1569,1,16,498,5,1,1.00000000,1.00000000,12.00000000
synthetic,450,624,624,2,18,988,4,1,1.00000000,1.00000000,12.00000000
synthetic,452,743,641,9,5,825,4,1,1.00000000,1.00000000,12.00000000
synthetic,453,2272,3441,5,1,799,4,2,1.00000000,0.50000000,6.00000000
synthetic,454,2913,558,1,8,388,4,1,1.00000000,1.00000000,12.00000000
synthetic,455,675,2388,11,5,715,4,1,1.00000000,1.00000000,12.00000000
synthetic,456,444,686,1,2,529,4,1,1.00000000,1.00000000,12.00000000
synthetic,457,539,2758,2,16,1039,4,1,1.00000000,1.00000000,12.00000000
synthetic,458,2672,12,1,10,971,4,1,1.00000000,1.00000000,12.00000000
synthetic,459,736,1649,1,5,1075,4,2,1.00000000,0.50000000,6.00000000
synthetic,462,3479,2624,2,1,1016,4,1,1.00000000,1.00000000,12.00000000
synthetic,463,900,2935,9,5,788,4,2,1.00000000,0.50000000,6.00000000
synthetic,465,3057,23,2,2,762,4,1,1.00000000,1.00000000,12.00000000
synthetic,466,3324,3376,1,16,984,4,2,1.00000000,0.50000000,6.00000000
synthetic,467,2140,2142,8,5,750,4,1,1.00000000,1.00000000,12.00000000
synthetic,468,3657,1160,1,5,786,4,2,1.00000000,0.50000000,6.00000000
synthetic,470,2909,3324,2,1,920,4,1,1.00000000,1.00000000,12.00000000
synthetic,471,2405,2270,7,7,665,4,1,1.00000000,1.00000000,12.00000000
synthetic,472,2347,1838,2,10,985,4,1,1.00000000,1.00000000,12.00000000
synthetic,473,2672,1957,5,8,1026,4,1,1.00000000,1.00000000,12.00000000
synthetic,476,2008,3193,3,1,1037,4,1,1.00000000,1.00000000,12.00000000
synthetic,477,3060,2318,1,16,1194,4,1,1.00000000,1.00000000,12.00000000
synthetic,478,697,694,1,16,473,4,2,1.00000000,0.50000000,6.00000000
synthetic,482,2223,2695,14,1,971,4,1,1.00000000,1.00000000,12.00000000
synthetic,486,3475,2645,4,1,799,4,1,1.00000000,1.00000000,12.00000000
synthetic,487,1821,2228,2,1,1189,4,1,1.00000000,1.00000000,12.00000000
synthetic,491,2920,3093,5,5,691,4,1,1.00000000,1.00000000,12.00000000
synthetic,492,3076,2223,1,2,629,4,1,1.00000000,1.00000000,12.00000000
synthetic,493,3089,695,1,2,561,4,1,1.00000000,1.00000000,12.00000000
synthetic,494,1564,736,16,1,1242,4,2,1.00000000,0.50000000,6.00000000
synthetic,495,540,37,1,16,418,4,2,1.00000000,0.50000000,6.00000000
synthetic,497,3595,3435,1,16,668,4,1,1.00000000,1.00000000,12.00000000
synthetic,498,2112,3668,5,1,1052,4,1,1.00000000,1.00000000,12.00000000
synthetic,499,3295,3034,10,16,781,4,1,1.00000000,1.00000000,12.00000000
synthetic,500,2323,2984,15,1,1213,5,1,1.00000000,1.00000000,12.00000000
synthetic,501,1342,2867,2,1,900,4,1,1.00000000,1.00000000,12.00000000
synthetic,502,1028,51,2,1,1033,4,1,1.00000000,1.00000000,12.00000000
synthetic,504,2930,3631,7,1,699,4,1,1.00000000,1.00000000,12.00000000
synthetic,506,51,3089,1,8,415,4,2,1.00000000,0.50000000,6.00000000
synthetic,507,3024,1697,1,10,1145,4,1,1.00000000,1.00000000,12.00000000
synthetic,508,3051,981,1,10,975,4,2,1.00000000,0.50000000,6.00000000
synthetic,509,3024,1759,1,2,684,4,1,1.00000000,1.00000000,12.00000000
synthetic,511,1517,639,17,1,1154,4,2,1.00000000,0.50000000,6.00000000
synthetic,512,2533,2071,5,1,716,4,1,1.00000000,1.00000000,12.00000000
synthetic,514,1920,1091,1,13,1114,4,1,1.00000000,1.00000000,12.00000000
synthetic,515,2374,2332,1,3,907,4,1,1.00000000,1.00000000,12.00000000
synthetic,520,415,695,1,2,514,4,1,1.00000000,1.00000000,12.00000000
synthetic,522,717,2787,11,1,1192,4,1,1.00000000,1.00000000,12.00000000
