time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:10:00	33000	843	1069	0	4789	843	1069	0	4789
09:15:00	33300	1188	1071	0	4906	1188	1071	0	4906
09:20:00	33600	1018	1169	0	4755	1018	1169	0	4755
09:25:00	33900	960	813	0	4902	960	813	0	4902
09:30:00	34200	970	981	0	4891	970	981	0	4891
09:35:00	34500	1204	977	0	5118	1204	977	0	5118
09:40:00	34800	934	1144	0	4908	934	1144	0	4908
09:45:00	35100	841	1010	0	4739	841	1010	0	4739
09:50:00	35400	1042	1018	0	4763	1042	1018	0	4763
09:55:00	35700	976	997	0	4742	976	997	0	4742
10:00:00	36000	973	941	0	4774	973	941	0	4774
10:05:00	36300	925	969	0	4730	925	969	0	4730
10:10:00	36600	1001	955	0	4776	1001	955	0	4776
10:15:00	36900	998	974	0	4800	998	974	0	4800
10:20:00	37200	1067	936	0	4931	1067	936	0	4931
10:25:00	37500	1208	1227	0	4912	1208	1227	0	4912
10:30:00	37800	1022	998	0	4936	1022	998	0	4936
10:35:00	38100	857	1115	0	4678	857	1115	0	4678
10:40:00	38400	1034	948	0	4764	1034	948	0	4764
10:45:00	38700	834	947	0	4651	834	947	0	4651
10:50:00	39000	1031	1012	0	4670	1031	1012	0	4670
10:55:00	39300	996	983	0	4683	996	983	0	4683
11:00:00	39600	1067	978	0	4772	1067	978	0	4772
11:05:00	39900	1189	1109	0	4852	1189	1109	0	4852
11:10:00	40200	966	947	0	4871	966	947	0	4871
11:15:00	40500	893	1049	0	4715	893	1049	0	4715
11:20:00	40800	1195	1008	0	4902	1195	1008	0	4902
11:25:00	41100	1158	945	0	5115	1158	945	0	5115
11:30:00	41400	1147	1217	0	5045	1147	1217	0	5045
11:35:00	41700	1220	1057	0	5208	1220	1057	0	5208
11:40:00	42000	1144	1084	0	5268	1144	1084	0	5268
11:45:00	42300	1287	1072	0	5483	1287	1072	0	5483
11:50:00	42600	1237	1281	0	5439	1237	1281	0	5439
11:55:00	42900	980	1060	0	5359	980	1060	0	5359
12:00:00	43200	1026	1012	0	5373	1026	1012	0	5373
12:05:00	43500	1188	1128	0	5433	1188	1128	0	5433
12:10:00	43800	1178	1090	0	5521	1178	1090	0	5521
12:15:00	44100	945	1091	0	5375	945	1091	0	5375
12:20:00	44400	1006	1150	0	5231	1006	1150	0	5231
12:25:00	44700	1241	1226	0	5246	1241	1226	0	5246
12:30:00	45000	1179	1041	0	5384	1179	1041	0	5384
12:35:00	45300	824	1181	0	5027	824	1181	0	5027
12:40:00	45600	913	1126	0	4814	913	1126	0	4814
12:45:00	45900	1115	1113	0	4816	1115	1113	0	4816
12:50:00	46200	1003	1206	0	4613	1003	1206	0	4613
12:55:00	46500	1080	1020	0	4673	1080	1020	0	4673
13:00:00	46800	1023	1153	0	4543	1023	1153	0	4543
13:05:00	47100	1060	777	0	4826	1060	777	0	4826
13:10:00	47400	1249	1059	0	5016	1249	1059	0	5016
13:15:00	47700	1205	1045	0	5176	1205	1045	0	5176
13:20:00	48000	1046	1037	0	5185	1046	1037	0	5185
13:25:00	48300	1220	1061	0	5344	1220	1061	0	5344
13:30:00	48600	987	874	0	5457	987	874	0	5457
13:35:00	48900	993	1158	0	5292	993	1158	0	5292
13:40:00	49200	1386	984	0	5694	1386	984	0	5694
13:45:00	49500	1190	1280	0	5604	1190	1280	0	5604
13:50:00	49800	1014	922	0	5696	1014	922	0	5696
13:55:00	50100	1166	1349	0	5513	1166	1349	0	5513
14:00:00	50400	1284	999	0	5798	1284	999	0	5798
14:05:00	50700	1230	1183	0	5845	1230	1183	0	5845
14:10:00	51000	1193	1223	0	5815	1193	1223	0	5815
14:15:00	51300	1351	1222	0	5944	1351	1222	0	5944
14:20:00	51600	1311	1373	0	5882	1311	1373	0	5882
14:25:00	51900	1291	1202	0	5971	1291	1202	0	5971
14:30:00	52200	1174	1516	0	5629	1174	1516	0	5629
14:35:00	52500	1473	1333	0	5769	1473	1333	0	5769
14:40:00	52800	1215	1193	0	5791	1215	1193	0	5791
14:45:00	53100	1604	1198	0	6197	1604	1198	0	6197
14:50:00	53400	1329	1518	0	6008	1329	1518	0	6008
14:55:00	53700	1385	1105	0	6288	1385	1105	0	6288
15:00:00	54000	1341	1343	0	6286	1341	1343	0	6286
15:05:00	54300	1504	1264	0	6526	1504	1264	0	6526
15:10:00	54600	1493	1421	0	6598	1493	1421	0	6598
15:15:00	54900	1360	1210	0	6748	1360	1210	0	6748
15:20:00	55200	1542	1333	0	6957	1542	1333	0	6957
15:25:00	55500	1432	1407	0	6982	1432	1407	0	6982
15:30:00	55800	1270	1422	0	6830	1270	1422	0	6830
15:35:00	56100	1398	1397	0	6831	1398	1397	0	6831
15:40:00	56400	1421	1361	0	6891	1421	1361	0	6891
15:45:00	56700	1531	1465	0	6957	1531	1465	0	6957
15:50:00	57000	1559	1503	0	7013	1559	1503	0	7013
15:55:00	57300	1556	1477	0	7092	1556	1477	0	7092
16:00:00	57600	1723	1445	0	7370	1723	1445	0	7370
16:05:00	57900	1536	1612	0	7294	1536	1612	0	7294
16:10:00	58200	1561	1432	0	7423	1561	1432	0	7423
16:15:00	58500	1485	1581	0	7327	1485	1581	0	7327
16:20:00	58800	1540	1427	0	7440	1540	1427	0	7440
16:25:00	59100	1569	1478	0	7531	1569	1478	0	7531
16:30:00	59400	1556	1458	0	7629	1556	1458	0	7629
16:35:00	59700	1514	1642	0	7501	1514	1642	0	7501
16:40:00	60000	1434	1587	0	7348	1434	1587	0	7348
16:45:00	60300	1685	1567	0	7466	1685	1567	0	7466
16:50:00	60600	1895	1673	0	7688	1895	1673	0	7688
16:55:00	60900	1532	1641	0	7579	1532	1641	0	7579
17:00:00	61200	1521	1617	0	7483	1521	1617	0	7483
17:05:00	61500	1589	1562	0	7510	1589	1562	0	7510
17:10:00	61800	1395	1423	0	7482	1395	1423	0	7482
17:15:00	62100	1420	1492	0	7410	1420	1492	0	7410
17:20:00	62400	1410	1479	0	7341	1410	1479	0	7341
17:25:00	62700	1704	1471	0	7574	1704	1471	0	7574
17:30:00	63000	1569	1563	0	7580	1569	1563	0	7580
17:35:00	63300	1578	1637	0	7521	1578	1637	0	7521
17:40:00	63600	1452	1450	0	7523	1452	1450	0	7523
17:45:00	63900	1276	1561	0	7238	1276	1561	0	7238
17:50:00	64200	1473	1597	0	7114	1473	1597	0	7114
17:55:00	64500	1286	1273	0	7127	1286	1273	0	7127
18:00:00	64800	954	1266	0	6815	954	1266	0	6815
18:05:00	65100	1169	1263	0	6721	1169	1263	0	6721
18:10:00	65400	1178	1336	0	6563	1178	1336	0	6563
18:15:00	65700	1177	1399	0	6341	1177	1399	0	6341
18:20:00	66000	1092	1356	0	6077	1092	1356	0	6077
18:25:00	66300	1121	1184	0	6014	1121	1184	0	6014
18:30:00	66600	1105	1224	0	5895	1105	1224	0	5895
18:35:00	66900	971	1178	0	5688	971	1178	0	5688
18:40:00	67200	997	992	0	5693	997	992	0	5693
18:45:00	67500	784	1271	0	5206	784	1271	0	5206
18:50:00	67800	750	1206	0	4750	750	1206	0	4750
18:55:00	68100	855	1182	0	4423	855	1182	0	4423
19:00:00	68400	860	949	0	4334	860	949	0	4334
19:05:00	68700	792	787	0	4339	792	787	0	4339
19:10:00	69000	777	1014	0	4102	777	1014	0	4102
19:15:00	69300	598	907	0	3793	598	907	0	3793
19:20:00	69600	594	678	0	3709	594	678	0	3709
19:25:00	69900	614	820	0	3503	614	820	0	3503
19:30:00	70200	612	655	0	3460	612	655	0	3460
19:35:00	70500	574	636	0	3398	574	636	0	3398
19:40:00	70800	486	773	0	3111	486	773	0	3111
19:45:00	71100	659	740	0	3030	659	740	0	3030
19:50:00	71400	455	714	0	2771	455	714	0	2771
19:55:00	71700	512	707	0	2576	512	707	0	2576
20:00:00	72000	336	609	0	2303	336	609	0	2303
20:05:00	72300	341	548	0	2096	341	548	0	2096
20:10:00	72600	335	437	0	1994	335	437	0	1994
20:15:00	72900	286	408	0	1872	286	408	0	1872
20:20:00	73200	272	369	0	1775	272	369	0	1775
20:25:00	73500	328	316	0	1787	328	316	0	1787
20:30:00	73800	319	343	0	1763	319	343	0	1763
20:35:00	74100	344	389	0	1718	344	389	0	1718
20:40:00	74400	286	359	0	1645	286	359	0	1645
20:45:00	74700	276	429	0	1492	276	429	0	1492
20:50:00	75000	204	309	0	1387	204	309	0	1387
20:55:00	75300	170	321	0	1236	170	321	0	1236
21:00:00	75600	160	269	0	1127	160	269	0	1127
21:05:00	75900	190	181	0	1136	190	181	0	1136
21:10:00	76200	196	250	0	1082	196	250	0	1082
21:15:00	76500	181	260	0	1003	181	260	0	1003
21:20:00	76800	92	189	0	906	92	189	0	906
21:25:00	77100	132	224	0	814	132	224	0	814
21:30:00	77400	102	210	0	706	102	210	0	706
21:35:00	77700	109	201	0	614	109	201	0	614
21:40:00	78000	122	111	0	625	122	111	0	625
21:45:00	78300	108	127	0	606	108	127	0	606
21:50:00	78600	82	121	0	567	82	121	0	567
21:55:00	78900	48	131	0	484	48	131	0	484
22:00:00	79200	54	65	0	473	54	65	0	473
22:05:00	79500	78	36	0	515	78	36	0	515
22:10:00	79800	24	93	0	446	24	93	0	446
22:15:00	80100	27	105	0	368	27	105	0	368
22:20:00	80400	36	73	0	331	36	73	0	331
22:25:00	80700	24	106	0	249	24	106	0	249
22:30:00	81000	24	63	0	210	24	63	0	210
22:35:00	81300	33	79	0	164	33	79	0	164
22:40:00	81600	42	53	0	153	42	53	0	153
22:45:00	81900	12	57	0	108	12	57	0	108
22:50:00	82200	12	48	0	72	12	48	0	72
22:55:00	82500	6	13	0	65	6	13	0	65
23:00:00	82800	24	41	0	48	24	41	0	48
23:05:00	83100	12	6	0	54	12	6	0	54
23:10:00	83400	0	0	0	54	0	0	0	54
23:15:00	83700	24	0	0	78	24	0	0	78
23:20:00	84000	12	15	0	75	12	15	0	75
23:25:00	84300	0	15	0	60	0	15	0	60
23:30:00	84600	6	36	0	30	6	36	0	30
23:35:00	84900	0	12	0	18	0	12	0	18
23:40:00	85200	0	12	0	6	0	12	0	6
23:45:00	85500	0	0	0	6	0	0	0	6
23:50:00	85800	0	0	0	6	0	0	0	6
23:55:00	86100	12	0	0	18	12	0	0	18
24:00:00	86400	0	0	0	18	0	0	0	18
24:05:00	86700	0	0	0	18	0	0	0	18
24:10:00	87000	0	6	0	12	0	6	0	12
24:15:00	87300	0	12	0	0	0	12	0	0
24:20:00	87600	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0
