state_code,fhwa_station_id,station_id,direction,latitude,longitude,f_system,num_lanes_volume,station_location,posted_route_signing,posted_signed_route,year_record,source_file
24,0P0003,P0003,5,39.45614,-77.53622,5R,1,MD 17 - 1.05 Miles North of US 40AL (ATR#03),3,17,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0004,P0004,1,39.205029,-77.271186,1U,3,.65 MI N OF FATHER HURLEY BLVD,1,270,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0004,P0004,1,39.205029,-77.271186,1U,3,IS 270 - 2.0 Miles South of MD 121 (ATR#04),1,270,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0004,P0004,1,39.205029,-77.271186,1U,3,IS 270 - 2.0 Miles South of MD 121 (ATR#04),1,270,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0004,P0004,5,39.205029,-77.271186,1U,3,.65 MI N OF FATHER HURLEY BLVD,1,270,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0004,P0004,5,39.205029,-77.271186,1U,3,IS 270 - 2.0 Miles South of MD 121 (ATR#04),1,270,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0004,P0004,5,39.205029,-77.271186,1U,3,IS 270 - 2.0 Miles South of MD 121 (ATR#04),1,270,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0005,P0005,1,38.57775,-76.96302,3R,2,.80 MI N OF WASHINGTON AVE,2,301,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0005,P0005,1,38.577901,-76.962688,3U,2,US 301 - .74 Mile South of MD 227 (ATR#05),2,301,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0005,P0005,1,38.577901,-76.962688,3U,2,US 301 - .74 Mile South of MD 227 (ATR#05),2,301,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0005,P0005,5,38.57775,-76.96302,3R,2,.80 MI N OF WASHINGTON AVE,2,301,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0005,P0005,5,38.577901,-76.962688,3U,2,US 301 - .74 Mile South of MD 227 (ATR#05),2,301,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0005,P0005,5,38.577901,-76.962688,3U,2,US 301 - .74 Mile South of MD 227 (ATR#05),2,301,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0006,P0006,1,38.812795,-76.721947,3R,2,.54 MI N OF ANNE ARUNDEL COUNTY LINE,3,4,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0006,P0006,1,38.812795,-76.721947,3U,2,MD 4 - .54 Mile North of Patuxent River Bridge (AT,3,4,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0006,P0006,1,38.812795,-76.721947,3U,2,MD 4 - .54 Mile North of Patuxent River Bridge (AT,3,4,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0006,P0006,5,38.812795,-76.721947,3R,2,.54 MI N OF ANNE ARUNDEL COUNTY LINE,3,4,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0006,P0006,5,38.812795,-76.721947,3U,2,MD 4 - .54 Mile North of Patuxent River Bridge (AT,3,4,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0006,P0006,5,38.812795,-76.721947,3U,2,MD 4 - .54 Mile North of Patuxent River Bridge (AT,3,4,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0007,P0007,1,39.489351,-76.870479,3R,2,.09 MI N OF BALTIMORE COUNTY LINE,3,140,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0007,P0007,1,39.489351,-76.870479,3U,2,MD 140 - .09 Mile North of Patapsco River Bridge (,3,140,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0007,P0007,1,39.489351,-76.870479,3U,2,MD 140 - .09 Mile North of Patapsco River Bridge (,3,140,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0007,P0007,5,39.489351,-76.870479,3R,2,.09 MI N OF BALTIMORE COUNTY LINE,3,140,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0007,P0007,5,39.489351,-76.870479,3U,2,MD 140 - .09 Mile North of Patapsco River Bridge (,3,140,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0007,P0007,5,39.489351,-76.870479,3U,2,MD 140 - .09 Mile North of Patapsco River Bridge (,3,140,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0008,P0008,1,38.929145,-75.964094,5R,1,.50 MI N OF MD 404,3,309,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0008,P0008,1,38.929207,-75.964182,5R,1,MD 309 - .50 Mile North of MD 404 (ATR#08),3,309,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0008,P0008,1,38.929145,-75.964094,5R,1,MD 309 - .50 Mile North of MD 404 (ATR#08),3,309,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0008,P0008,5,38.929145,-75.964094,5R,1,.50 MI N OF MD 404,3,309,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0008,P0008,5,38.929207,-75.964182,5R,1,MD 309 - .50 Mile North of MD 404 (ATR#08),3,309,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0008,P0008,5,38.929145,-75.964094,5R,1,MD 309 - .50 Mile North of MD 404 (ATR#08),3,309,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0009,P0009,1,38.423943,-75.564374,3U,3,.37 MI S OF MD 675B,2,13,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0009,P0009,1,38.423943,-75.564374,3U,3,US 13 - 100ft North of Leonards Mill Pond Bridge (,2,13,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0009,P0009,1,38.423943,-75.564374,3U,3,US 13 - 100ft North of Leonards Mill Pond Bridge (,2,13,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0009,P0009,5,38.423943,-75.564374,3U,2,.37 MI S OF MD 675B,2,13,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0009,P0009,5,38.423943,-75.564374,3U,2,US 13 - 100ft North of Leonards Mill Pond Bridge (,2,13,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0009,P0009,5,38.423943,-75.564374,3U,2,US 13 - 100ft North of Leonards Mill Pond Bridge (,2,13,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0010,P0010,1,38.029567,-75.786257,4R,1,.39 MI S OF MD 667,3,413,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0010,P0010,1,38.029567,-75.786257,4R,1,MD 413 - .39 Mile South of MD 667 (ATR#10),3,413,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0010,P0010,1,38.029567,-75.786257,4R,1,MD 413 - .39 Mile South of MD 667 (ATR#10),3,413,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0010,P0010,5,38.029567,-75.786257,4R,1,.39 MI S OF MD 667,3,413,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0010,P0010,5,38.029567,-75.786257,4R,1,MD 413 - .39 Mile South of MD 667 (ATR#10),3,413,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0010,P0010,5,38.029567,-75.786257,4R,1,MD 413 - .39 Mile South of MD 667 (ATR#10),3,413,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0011,P0011,1,39.51148,-76.374521,3U,1,.45 MI N OF US 1,2,1,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0011,P0011,1,39.511472,-76.374544,3U,2,US 1BU - .06 Mile South of Old Joppa Rd (ATR#11),2,1,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0011,P0011,1,39.51148,-76.374521,3U,2,US 1BU - .06 Mile South of Old Joppa Rd (ATR#11),2,1,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0011,P0011,5,39.51148,-76.374521,3U,1,.45 MI N OF US 1,2,1,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0011,P0011,5,39.511472,-76.374544,3U,1,US 1BU - .06 Mile South of Old Joppa Rd (ATR#11),2,1,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0011,P0011,5,39.51148,-76.374521,3U,1,US 1BU - .06 Mile South of Old Joppa Rd (ATR#11),2,1,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0012,P0012,1,39.461723,-76.252401,3U,2,.39 MI E OF LONG BAR HARBOR RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0012,P0012,1,39.461723,-76.252401,3U,2,.39 MI E OF LONG BAR HARBOR RD,2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0012,P0012,1,39.461723,-76.252401,3U,2,.39 MI E OF LONG BAR HARBOR RD,2,40,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0012,P0012,3,39.461723,-76.252401,3U,2,.39 MI E OF LONG BAR HARBOR RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0012,P0012,3,39.461723,-76.252401,3U,2,US 40 - 50ft South of Bush River Bridge (ATR#12),2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0012,P0012,3,39.461723,-76.252401,3U,2,US 40 - 50ft South of Bush River Bridge (ATR#12),2,40,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0012,P0012,7,39.461723,-76.252401,3U,2,.39 MI E OF LONG BAR HARBOR RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0012,P0012,7,39.461723,-76.252401,3U,2,US 40 - 50ft South of Bush River Bridge (ATR#12),2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0012,P0012,7,39.461723,-76.252401,3U,2,US 40 - 50ft South of Bush River Bridge (ATR#12),2,40,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0013,P0013,1,39.472993,-76.640244,3U,2,.14 MI S OF WARREN RD,3,45,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0013,P0013,1,39.472993,-76.640244,3U,2,MD 45 - .14 Mile South of Warren Rd (ATR#13),3,45,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0013,P0013,1,39.472993,-76.640244,3U,2,MD 45 - .14 Mile South of Warren Rd (ATR#13),3,45,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0013,P0013,5,39.472993,-76.640244,3U,2,.14 MI S OF WARREN RD,3,45,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0013,P0013,5,39.472993,-76.640244,3U,2,MD 45 - .14 Mile South of Warren Rd (ATR#13),3,45,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0013,P0013,5,39.472993,-76.640244,3U,2,MD 45 - .14 Mile South of Warren Rd (ATR#13),3,45,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0014,P0014,1,39.284112,-76.877762,2U,2,.06 MI W OF CEMETERY RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0014,P0014,1,39.284112,-76.877762,2U,2,.06 MI W OF CEMETERY RD,2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0014,P0014,3,39.284112,-76.877762,2U,2,.06 MI W OF CEMETERY RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0014,P0014,3,39.284112,-76.877762,3U,2,US 40 - .06 Mile West of Cemetery La (ATR#14),2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0014,P0014,7,39.284112,-76.877762,2U,2,.06 MI W OF CEMETERY RD,2,40,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0014,P0014,7,39.284112,-76.877762,3U,2,US 40 - .06 Mile West of Cemetery La (ATR#14),2,40,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0015,P0015,1,39.357165,-75.877741,4R,1,.08 MI S OF GEORGETOWN CEMETERY RD,3,213,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0015,P0015,1,39.357165,-75.877741,4R,1,MD 213 - .12 Mile South of Georgetown Cemetery Rd,3,213,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0015,P0015,1,39.357165,-75.877741,4R,1,MD 213 - .12 Mile South of Georgetown Cemetery Rd,3,213,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0015,P0015,5,39.357165,-75.877741,4R,1,.08 MI S OF GEORGETOWN CEMETERY RD,3,213,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0015,P0015,5,39.357165,-75.877741,4R,1,MD 213 - .12 Mile South of Georgetown Cemetery Rd,3,213,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0015,P0015,5,39.357165,-75.877741,4R,1,MD 213 - .12 Mile South of Georgetown Cemetery Rd,3,213,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0016,P0016,1,38.510909,-75.878274,3R,2,.27 MI E OF MAIDEN FOREST RD,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0016,P0016,1,38.510909,-75.878274,3R,2,.27 MI E OF MAIDEN FOREST RD,2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0016,P0016,1,38.510909,-75.878274,3R,2,.27 MI E OF MAIDEN FOREST RD,2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0016,P0016,3,38.510909,-75.878274,3R,2,.27 MI E OF MAIDEN FOREST RD,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0016,P0016,3,38.510957,-75.878351,3R,2,US 50 - .09 Mile East of Big Mill Pond (ATR#16),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0016,P0016,3,38.510957,-75.878351,3R,2,US 50 - .09 Mile East of Big Mill Pond (ATR#16),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0016,P0016,7,38.510909,-75.878274,3R,2,.27 MI E OF MAIDEN FOREST RD,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0016,P0016,7,38.510957,-75.878351,3R,2,US 50 - .09 Mile East of Big Mill Pond (ATR#16),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0016,P0016,7,38.510957,-75.878351,3R,2,US 50 - .09 Mile East of Big Mill Pond (ATR#16),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0017,P0017,1,38.385617,-75.358354,3R,2,.25 MI W OF MD 354,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0017,P0017,1,38.385617,-75.358354,3R,2,.25 MI W OF MD 354,2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0017,P0017,1,38.385617,-75.358354,3R,2,.25 MI W OF MD 354,2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0017,P0017,3,38.385617,-75.358354,3R,2,.25 MI W OF MD 354,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0017,P0017,3,38.385617,-75.358354,3R,2,US 50 - .25 Mile West of MD 354 (ATR#17),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0017,P0017,3,38.385617,-75.358354,3R,2,US 50 - .25 Mile West of MD 354 (ATR#17),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0017,P0017,7,38.385617,-75.358354,3R,2,.25 MI W OF MD 354,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0017,P0017,7,38.385617,-75.358354,3R,2,US 50 - .25 Mile West of MD 354 (ATR#17),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0017,P0017,7,38.385617,-75.358354,3R,2,US 50 - .25 Mile West of MD 354 (ATR#17),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0018,P0018,1,39.141207,-76.603122,3U,3,.03 MI N OF MARLEY STATION RD,3,2,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0018,P0018,1,39.141207,-76.603122,3U,3,MD 2  - 160ft North of Marley Station Rd (ATR#18 O,3,2,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0018,P0018,1,39.141207,-76.603122,3U,3,MD 2  - 160ft North of Marley Station Rd (ATR#18 O,3,2,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0018,P0018,5,39.141207,-76.603122,3U,4,.03 MI N OF MARLEY STATION RD,3,2,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0018,P0018,5,39.141207,-76.603122,3U,4,MD 2  - 160ft North of Marley Station Rd (ATR#18 O,3,2,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0018,P0018,5,39.141207,-76.603122,3U,4,MD 2  - 160ft North of Marley Station Rd (ATR#18 O,3,2,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0019,P0019,1,39.326407,-77.706219,3R,1,.42 MI N OF VIRGINIA/MARYLAND STATE LINE,2,340,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0019,P0019,1,39.326407,-77.706219,3R,1,.42 MI N OF VIRGINIA/MARYLAND STATE LINE,2,340,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0019,P0019,1,39.326407,-77.706219,3R,1,.42 MI N OF VIRGINIA/MARYLAND STATE LINE,2,340,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0019,P0019,3,39.326407,-77.706219,3R,1,.42 MI N OF VIRGINIA/MARYLAND STATE LINE,2,340,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0019,P0019,3,39.326407,-77.706219,3R,1,US 340 - 50ft East of Potomac River Bridge (ATR#19,2,340,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0019,P0019,3,39.326407,-77.706219,3R,1,US 340 - 50ft East of Potomac River Bridge (ATR#19,2,340,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0019,P0019,7,39.326407,-77.706219,3R,1,.42 MI N OF VIRGINIA/MARYLAND STATE LINE,2,340,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0019,P0019,7,39.326407,-77.706219,3R,1,US 340 - 50ft East of Potomac River Bridge (ATR#19,2,340,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0019,P0019,7,39.326407,-77.706219,3R,1,US 340 - 50ft East of Potomac River Bridge (ATR#19,2,340,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0020,P0020,1,39.161474,-76.522219,3U,1,BETWEEN HOMELAND AND GRANADA RDS,3,173,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0020,P0020,1,39.161474,-76.522219,3U,1,MD 173 - .20 Mile South of Stoney Creek Bridge (AT,3,173,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0020,P0020,1,39.161474,-76.522219,3U,1,MD 173 - .20 Mile South of Stoney Creek Bridge (AT,3,173,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0020,P0020,5,39.161474,-76.522219,3U,1,BETWEEN HOMELAND AND GRANADA RDS,3,173,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0020,P0020,5,39.161474,-76.522219,3U,1,MD 173 - .20 Mile South of Stoney Creek Bridge (AT,3,173,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0020,P0020,5,39.161474,-76.522219,3U,1,MD 173 - .20 Mile South of Stoney Creek Bridge (AT,3,173,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0021,P0021,1,39.47172,-77.528251,1R,3,2.79 Miles East of MD 17,1,70,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0021,P0021,1,39.47172,-77.528251,1R,3,2.79 Miles East of MD 17,1,70,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0021,P0021,1,39.47172,-77.528251,1R,3,2.79 Miles East of MD 17,1,70,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0021,P0021,3,39.47172,-77.528251,1R,3,2.79 Miles East of MD 17,1,70,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0021,P0021,3,39.47172,-77.528251,1R,3,IS 70 - 2.79 Miles East of MD 17 (ATR#21),1,70,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0021,P0021,3,39.47172,-77.528251,1R,3,IS 70 - 2.79 Miles East of MD 17 (ATR#21),1,70,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0021,P0021,7,39.47172,-77.528251,1R,2,2.79 Miles East of MD 17,1,70,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0021,P0021,7,39.47172,-77.528251,1R,2,IS 70 - 2.79 Miles East of MD 17 (ATR#21),1,70,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0021,P0021,7,39.47172,-77.528251,1R,2,IS 70 - 2.79 Miles East of MD 17 (ATR#21),1,70,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0022,P0022,1,38.871176,-76.061251,3R,2,.06 MI E OF MD 662C,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0022,P0022,1,38.871176,-76.061251,3R,2,.06 MI E OF MD 662C,2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0022,P0022,1,38.871176,-76.061251,3R,2,.06 MI E OF MD 662C,2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0022,P0022,3,38.871176,-76.061251,3R,2,.06 MI E OF MD 662C,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0022,P0022,3,38.871176,-76.061251,3R,2,US 50 - .06 Mile East of Longwoods Rd (ATR#22),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0022,P0022,3,38.871176,-76.061251,3R,2,US 50 - .06 Mile East of Longwoods Rd (ATR#22),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0022,P0022,7,38.871176,-76.061251,3R,2,.06 MI E OF MD 662C,2,50,17,Station_Data_Extract_Pipe_Delimited_CleanData_2017.txt
24,0P0022,P0022,7,38.871176,-76.061251,3R,2,US 50 - .06 Mile East of Longwoods Rd (ATR#22),2,50,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0022,P0022,7,38.871176,-76.061251,3R,2,US 50 - .06 Mile East of Longwoods Rd (ATR#22),2,50,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
24,0P0023,P0023,1,38.61667,-76.886493,3U,2,MD 5BU - .30 Mile West of MD 5 (ATR#23 OBSOLETE),3,5,18,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
24,0P0023,P0023,1,38.61667,-76.886493,3U,2,MD 5BU - .30 Mile West of MD 5 (ATR#23 OBSOLETE),3,5,19,Station_Data_Extract_Pipe_Delimited_CleanData_2019.txt
