station_id,date,observed_count,source,fhwa_station_ids,n_direction_lane_records,min_hours_observed,max_hours_observed
P0001,2017-12-10,4794,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-11,7828,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-12,7150,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-13,7404,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-14,6443,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-15,8114,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-16,6285,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-17,4908,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-18,7996,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-19,8369,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-20,8248,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-21,8205,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-22,8221,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-23,6385,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-24,5772,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-25,4577,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-26,6185,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-27,6840,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-28,6797,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-29,7111,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-30,4714,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2017-12-31,4268,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-01,4014,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-02,7101,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-03,7606,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-04,6987,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-05,5983,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-06,4895,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-07,4258,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-08,5627,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-09,7460,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-10,7660,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-11,7829,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-12,7812,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-13,5115,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-14,4370,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-15,6081,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-17,6693,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-18,7479,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-19,8082,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-20,6030,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-21,4494,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-22,7435,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-23,7325,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-24,6944,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-25,7482,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-26,7759,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-27,5657,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-28,4423,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-29,7341,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-30,6882,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-01-31,7506,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-01,7630,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-02,7414,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-03,5924,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-04,3067,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-05,6279,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-06,7777,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-07,3960,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-08,7547,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-09,8018,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-10,5872,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-11,4591,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-12,7523,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-13,7914,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-14,7729,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-15,7881,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-16,7988,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-17,5050,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-18,4363,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-19,6811,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-20,8302,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-21,7989,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-22,7806,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-23,7952,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-24,6043,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-25,5091,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-26,7981,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-27,7967,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-02-28,8094,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-01,7961,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-02,7780,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-03,6776,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-04,5241,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-05,8009,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-06,7642,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-07,6715,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-08,8002,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-09,7999,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-10,6775,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-12,7312,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-13,7852,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-14,7597,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-15,7990,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-16,8459,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-17,5775,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-18,5481,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-19,8508,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-20,3900,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-21,4342,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-22,7964,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-23,8336,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-24,6826,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-25,5219,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-26,7816,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-27,7652,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-28,7936,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-29,8062,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-30,7626,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-03-31,6813,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-01,5446,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-02,6584,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-03,7803,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-04,8004,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-05,8200,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-06,8395,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-07,6069,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-08,5285,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-09,7213,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-10,7888,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-11,8026,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-12,8231,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-13,8791,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-14,6879,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-15,5384,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-16,7349,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-17,7464,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-18,8003,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-19,7929,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-20,8463,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-21,6384,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-22,5517,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-23,8021,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-24,7397,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-25,8096,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-26,8224,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-27,8408,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-28,6743,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-29,5107,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-04-30,8089,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-01,8211,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-02,8426,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-03,8729,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-04,8894,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-05,6669,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-06,5013,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-07,7931,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-08,8314,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-09,8597,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-10,8357,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-11,8706,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-12,6786,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-13,5900,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-14,7761,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-15,8269,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-16,7851,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-17,7880,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-18,7980,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-19,6623,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-20,5663,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-21,8015,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-22,7904,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-23,8324,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-24,8416,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-25,8574,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-26,6518,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-27,5208,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-28,5614,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-29,8540,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-30,7981,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-05-31,8073,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-01,8834,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-02,6336,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-03,5008,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-04,7858,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-05,7916,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-06,8095,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-07,8401,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-08,8925,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-09,6654,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-10,5196,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-11,7602,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-12,8075,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-13,7789,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-14,8220,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-15,8529,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-16,6876,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-17,5684,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-18,7637,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-19,7444,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-20,7233,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-21,7716,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-22,7250,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-23,5984,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-24,5412,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-25,7659,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-26,7649,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-27,7495,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-28,7955,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-29,8457,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-06-30,6900,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-01,6130,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-02,7558,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-03,9806,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-04,5176,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-05,7220,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-06,7690,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-07,6456,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-08,5353,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-09,7505,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-10,7767,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-11,7648,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-12,7893,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-13,8196,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-14,6762,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-15,5134,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-16,7635,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-17,7700,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-18,7989,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-19,7815,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-20,8122,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-21,6079,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-22,5135,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-23,7034,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-24,6966,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-25,7299,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-26,7809,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-27,7893,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-28,6778,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-29,5690,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-30,6788,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-07-31,7275,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-01,7645,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-02,7131,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-03,7723,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-04,6683,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-05,5601,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-06,7858,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-07,7721,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-08,7710,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-09,7896,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-10,8050,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-11,6445,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-12,5268,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-13,7438,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-14,7685,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-15,7814,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-16,7801,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-17,8039,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-18,6738,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-19,5815,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-20,7335,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-21,7263,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-22,7886,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-23,8159,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-24,8585,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-25,6674,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-26,5442,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-27,7844,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-28,8394,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-29,8312,FHWA_TMAS_CCS_MD,0P0001,2,24,24
P0001,2018-08-30,8360,FHWA_TMAS_CCS_MD,0P0001,2,24,24
