state_code,station_id,date,available_directions,direction_labels,n_station_directions,all_directions_clean,any_direction_parse_issue,total_records,total_volume,min_unique_hours,max_unique_hours,route,county_name,location_text,latitude,longitude,source_files,has_coordinates,availability_basis,hourly_validation_status
24,0P0088,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,509900,24,24,277,Maryland county 015,MD 277 - .10 Mile East of Oakridge Ct (ATR#88),39.655625,-75.809562,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0086,2018-06-10,"1,5","northbound,southbound",2,True,False,48,398000,24,24,257,Maryland county 017,MD 257 - .40 Mile South of Morgantown Rd (ATR#86),38.349416,-76.931677,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0005,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1520216,24,24,301,Maryland county 017,US 301 - .74 Mile South of MD 227 (ATR#05),38.577901,-76.962688,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0080,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2215001,24,24,5,Maryland county 017,MD 5 - .10 Mile South of Renner Rd (ATR#80),38.606685,-76.874602,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0068,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1712800,24,24,15,Maryland county 021,US 15 - 1.16 Miles North of Basford Rd (ATR#68),39.329381,-77.510505,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0003,2018-06-10,"1,5","northbound,southbound",2,True,False,48,282700,24,24,17,Maryland county 021,MD 17 - 1.05 Miles North of US 40AL (ATR#03),39.45614,-77.53622,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0021,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2278347,24,24,70,Maryland county 021,IS 70 - 2.79 Miles East of MD 17 (ATR#21),39.47172,-77.528251,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0044,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,1440913,24,24,68,Maryland county 023,IS 68(EB) - .50 Mile East of MD 546(ATR#44 Include,39.67763,-78.965161,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0011,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1474600,24,24,1,Maryland county 025,US 1BU - .06 Mile South of Old Joppa Rd (ATR#11),39.511472,-76.374544,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0069,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2316147,24,24,32,Maryland county 027,MD 32 - .78 Mile North of IS 95 (ATR#69),39.166032,-76.837719,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0039,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2383860,24,24,95,Maryland county 027,IS 95 - .08 Mile South of MD 103 (ATR#39),39.190536,-76.773374,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0015,2018-06-10,"1,5","northbound,southbound",2,True,False,48,522000,24,24,213,Maryland county 029,MD 213 - .12 Mile South of Georgetown Cemetery Rd,39.357165,-75.877741,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0008,2018-06-10,"1,5","northbound,southbound",2,True,False,48,730800,24,24,309,Maryland county 035,MD 309 - .50 Mile North of MD 404 (ATR#08),38.929207,-75.964182,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0087,2018-06-10,"1,5","northbound,southbound",2,True,False,48,282200,24,24,5,Maryland county 037,MD 5 - .20 Mile North of Fresh Pond Neck Rd (ATR#8,38.101803,-76.365215,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0059,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1926304,24,24,13,Maryland county 039,US 13 - .45 Mile North of Peggyneck Rd (ATR#59),38.266363,-75.661662,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0010,2018-06-10,"1,5","northbound,southbound",2,True,False,48,548900,24,24,413,Maryland county 039,MD 413 - .39 Mile South of MD 667 (ATR#10),38.029567,-75.786257,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0022,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,1606921,24,24,50,Maryland county 041,US 50 - .06 Mile East of Longwoods Rd (ATR#22),38.871176,-76.061251,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0019,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2199600,24,24,340,Maryland county 043,US 340 - 50ft East of Potomac River Bridge (ATR#19,39.326407,-77.706219,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0002,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,911400,24,24,40,Maryland county 043,US 40 - .58 Mile East of MD 63 (ATR#02),39.650902,-77.78933,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0009,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1539417,24,24,13,Maryland county 045,US 13 - 100ft North of Leonards Mill Pond Bridge (,38.423943,-75.564374,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0017,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2187608,24,24,50,Maryland county 045,US 50 - .25 Mile West of MD 354 (ATR#17),38.385617,-75.358354,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0037,2018-06-10,"1,5","northbound,southbound",2,True,False,48,1891404,24,24,13,Maryland county 047,US 13 - .10 Mile North of Bunting Rd (ATR#37),38.013839,-75.543754,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0062,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,1839500,24,24,50,Maryland county 047,US 50 - .73 Mile West of MD 818 (ATR#62),38.347881,-75.231491,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0083,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,352400,24,24,610,Maryland county 047,MD 610 - .30 Mile North of MD 346 (ATR#83),38.396505,-75.30684,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0063,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,1086100,24,24,90,Maryland county 047,MD 90 - 100ft West of MD 346 (ATR#63),38.373521,-75.252829,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0004,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2013982,24,24,270,Montgomery County,IS 270 - 2.0 Miles South of MD 121 (ATR#04),39.205029,-77.271186,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0060,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2307940,24,24,270,Montgomery County,IS 270 - .47 Mile South of Middlebrook Rd (ATR#60),39.168932,-77.242771,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0040,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2145803,24,24,495,Montgomery County,IS 495 - 50ft East of Persimmon Tree Rd Overpass (,38.981418,-77.172357,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0041,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2625677,24,24,495,Montgomery County,IS 495 - .82 Mile West of MD 650 (ATR#41),39.018199,-76.991452,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0006,2018-06-10,"1,5","northbound,southbound",2,False,True,744,30508315,24,24,4,Prince George's County,MD 4 - .54 Mile North of Patuxent River Bridge (AT,38.812795,-76.721947,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",present_but_one_or_more_directions_have_duplicate_or_parse_issue
24,0P0061,2018-06-10,"3,7","eastbound,westbound",2,True,False,48,2202450,24,24,50,Prince George's County,US 50 - .75 Mile West of MD 202 (ATR#61),38.921799,-76.905895,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0043,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2604876,24,24,95,Prince George's County,IS 95 - 1.02 Miles South of MD 214 (ATR#43),38.87784,-76.843628,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0055,2018-06-10,"1,5","northbound,southbound",2,True,False,48,2363467,24,24,95,Prince George's County,IS 95 - .05 Mile North of Good Luck Rd (ATR#55),38.978863,-76.87407,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0089,2018-06-10,"1,5","northbound,southbound",2,True,False,48,577400,24,24,953,Prince George's County,MD 953 - .10 Mile North of Atwell Ave (ATR#89),38.952448,-76.812699,MD_JUN_2018 (TMAS).VOL,True,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
24,0P0028,2018-06-10,"1,5",,2,True,False,48,2008800,24,24,,,,,,MD_JUN_2018 (TMAS).VOL,False,"At least one station-direction present in parsed June 10, 2018 hourly count extract",clean_24_hour_station
