household_id,person_id,tripid,persno,tripno,area_type,food_delivered,hh_income_detailed,hhsize,home_bmc_taz,home_ownership,home_state_puma,home_tpb_taz,home_type,numbicycle,numvehicle,numworkers,package_delivered,service_delivered,tdate_string,wthhfin,home_state_county_fips,home_tract_fips,home_fips,age,disability,employment_status,gender,j1_benefits_bicycle_parking,j1_benefits_carpool,j1_benefits_ev_charging,j1_benefits_free_parking,j1_benefits_none,j1_benefits_parking,j1_benefits_transit,j1_benefits_walking_biking,j1_commute_mode,j1_telecommute,j1_telecommute_days,j1_workplace_loc,jobs_count,license,person_tripcount,race_ethnicity_hispanic,race_ethnicity,smartphone,student_status,td_shop_time,td_telecommute_time,volunteer_status,walk_bike_loop_trips,work_bmc_taz,work_state_county_fips,work_tract_fips,work_fips,work_tpb_taz,school_bmc_taz,school_state_county_fips,school_tract_fips,school_fips,school_mode,school_tpb_taz,school_type,travel_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,subway_access_mode,subway_egress_mode,subway_pay,subway_station_board,subway_station_exit,subway_used,toll_road_used,transit_access_mode,transit_egress_mode,hov_used,park_loc,park_pay,reported_travel_time,departure_time_in_minutes_after_arrival,departure_time_hhmm,arrival_time_hhmm,fueltype,bodytype,year,make,model,tolltransponder,o_activity,d_activity,o_bmc_taz,d_bmc_taz,o_fips,d_fips,o_state_county_fips,o_tract_fips,d_state_county_fips,d_tract_fips,o_tpb_taz,d_tpb_taz
150,370,2550,1,3,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,48.148144,2,0,2,0,0,0,0,0,0,1,0,2,1,1.945078,1,1.01623,1,2.184052,2,2,1,1,0,0,1,0,68,24043,000200,24043000200,2275,287,24037,876001,24037876001,3,580,8,,,,,,,,,,,,,,,3,,,,,,1.0,1.0,2017.0,Mini,Cooper,1.0,3,7,1642,,51153900502,51153900502,51153,900502,51153,900502,845,
150,370,2551,1,4,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,48.148144,2,0,2,0,0,0,0,0,0,1,0,2,1,1.945078,1,1.01623,1,2.184052,2,2,1,1,0,0,1,0,68,24043,000200,24043000200,2275,287,24037,876001,24037876001,3,580,8,,,,,,,,,,,,,,,2,,,,,,,,,,,,7,15,,,51153900502,51153900502,51153,900502,51153,900502,,
150,370,2552,1,5,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,48.148144,2,0,2,0,0,0,0,0,0,1,0,2,1,1.945078,1,1.01623,1,2.184052,2,2,1,1,0,0,1,0,68,24043,000200,24043000200,2275,287,24037,876001,24037876001,3,580,8,,,,,,,,,,,,,,,2,,,,,,,,,,,,15,1,,,51153900502,,51153,900502,,,,
150,370,2553,1,6,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,48.148144,2,0,2,0,0,0,0,0,0,1,0,2,1,1.945078,1,1.01623,1,2.184052,2,2,1,1,0,0,1,0,68,24043,000200,24043000200,2275,287,24037,876001,24037876001,3,580,8,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,
150,371,2554,2,1,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,42.703472,2,0,1,0,0,0,0,0,0,0,0,3,1,1.084349,1,1.008023,1,2.08452,2,2,1,0,0,0.084635,1,0,,24003,702702,24003702702,,1108,51013,103800,51013103800,3,,6,4,1,0,1.064298,,,,,,,,,,,2,,46.568459,490.18634,08:10,08:57,1.0,3.0,2015.0,Toyota,RAV4,2.0,1,2,848,911,24005451300,24005420302,24005,451300,24005,420302,1181,689
150,371,2555,2,2,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,42.703472,2,0,1,0,0,0,0,0,0,0,0,3,1,1.084349,1,1.008023,1,2.08452,2,2,1,0,0,0.084635,1,0,,24003,702702,24003702702,,1108,51013,103800,51013103800,3,,6,4,,,,,,,,,,,,,,1,,,,,,1.0,3.0,2015.0,Toyota,RAV4,2.0,2,1,911,927,24005420302,24005420701,24005,420302,24005,420701,689,688
150,371,2556,2,3,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,42.703472,2,0,1,0,0,0,0,0,0,0,0,3,1,1.084349,1,1.008023,1,2.08452,2,2,1,0,0,0.084635,1,0,,24003,702702,24003702702,,1108,51013,103800,51013103800,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,927,848,24005420701,24005451300,24005,420701,24005,451300,688,689
150,371,2557,2,4,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,42.703472,2,0,1,0,0,0,0,0,0,0,0,3,1,1.084349,1,1.008023,1,2.08452,2,2,1,0,0,0.084635,1,0,,24003,702702,24003702702,,1108,51013,103800,51013103800,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848,,24005451300,,24005,451300,,,689,904
150,371,2558,2,5,1,0,7.169491,2.055059,2509,2,51_51246,845,2,0,1.977987,1.978582,0,0,2018-08-24,1,24033,802001,24033802001,42.703472,2,0,1,0,0,0,0,0,0,0,0,3,1,1.084349,1,1.008023,1,2.08452,2,2,1,0,0,0.084635,1,0,,24003,702702,24003702702,,1108,51013,103800,51013103800,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,1181
217,549,3623,1,1,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,1.011714,0,1.008975,,,,,,,,,,,2,,10.024506,167.307297,02:47,02:57,1.0,3.0,2017.0,Honda,Pilot,1.0,1,13,1590,1424,51059491803,51059490103,51059,491803,51059,490103,1267,1286
217,549,3624,1,2,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,,,,,,,,,,,,,,,,,,,,1.0,3.0,2017.0,Honda,Pilot,1.0,13,1,1424,1597,51059490103,51059491803,51059,490103,51059,491803,1286,1276
217,549,3625,1,3,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,,,,,,,,,,,,,,,,,,,,1.0,3.0,2017.0,Honda,CR-V,1.0,1,8,1597,1424,51059491803,51059491801,51059,491803,51059,491801,1276,1277
217,549,3626,1,4,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,,,,,,,,,,,,,,,,,,,,1.0,3.0,2017.0,Honda,CR-V,1.0,8,1,1424,1597,51059491801,51059491803,51059,491801,51059,491803,1277,1267
217,549,3627,1,5,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,,,,,,,,,,,,,,,,,,,,1.0,3.0,2017.0,Honda,CR-V,1.0,1,6,1597,1424,51059491803,51059491803,51059,491803,51059,491803,1267,
217,549,3628,1,6,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,4,,,,,,,,,,,,,,1,,,,,,1.0,3.0,2017.0,Honda,CR-V,1.0,6,1,1424,1590,51059491803,51059491803,51059,491803,51059,491803,,
217,549,3629,1,7,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,1590,,51059491803,,51059,491803,,,,
217,549,3630,1,8,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,76.724251,2,1,2,0,0,0,,,,0,,9,1,1.160496,,1.117632,1,5.950699,2,4,1,0,0,0,1,0,1590,,,,50,738,47037,016500,47037016500,10,916,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
217,550,3631,2,1,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,4,1,0.000962,1.016299,,,,,,,,,,,2,,14.753993,305.213928,05:05,05:20,1.0,3.0,2017.0,Honda,CR-V,1.0,1,7,989,989,51683910202,51059440201,51683,910202,51059,440201,2753,2754
217,550,3632,2,2,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,4,,,,,,,,,,,,,,1,,,,,,1.0,3.0,2017.0,Honda,CR-V,1.0,7,1,989,989,51059440201,51153901701,51059,440201,51153,901701,2754,381
217,550,3633,2,3,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,989,996,51153901701,51683910202,51153,901701,51683,910202,381,2754
217,550,3634,2,4,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,996,989,51683910202,,51683,910202,,,2754,2753
217,550,3635,2,5,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,989,3000,,,,,,,2753,
217,550,3636,2,6,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3000,989,,,,,,,,
217,550,3637,2,7,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,991,,,,,,,,
217,550,3638,2,8,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,989,,,,,,,,
217,550,3639,2,9,0,0,6.136634,1.992438,790,1,24_01201,2849,1,0,1.999953,0,1,0,2018-05-18,1,51059,491803,51059491803,74.407448,2,1,1,0,0,0,1,,0,0,0,9,2,1.134152,,1.079223,1,2.164631,2,4,1,0,0,0.063183,1,0.965896,1788,24003,730604,24003730604,2992,,24021,751001,24021751001,4,2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,989,,,,,,,,
252,642,4243,1,1,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,80.072708,2,1,1,0,0,0,1,,0,0,0,3,2,1.139104,1,1.105717,1,3.064224,2,1,1,0,0,0.968327,2,2.007494,1598,54027,968400,54027968400,2089,914,24510,150400,24510150400,3,,2,4,1.006945,0.020545,1.001589,,,,,,0,,,,,2,,19.890846,273.297516,04:33,04:53,1.0,3.0,2005.0,Subaru,Forester,2.0,1,5,514,490,24003702100,24003740702,24003,702100,24003,740702,3055,3050
252,642,4244,1,2,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,80.072708,2,1,1,0,0,0,1,,0,0,0,3,2,1.139104,1,1.105717,1,3.064224,2,1,1,0,0,0.968327,2,2.007494,1598,54027,968400,54027968400,2089,914,24510,150400,24510150400,3,,2,4,,,,,,,,,0,,,,,2,,,,,,1.0,3.0,2005.0,Subaru,Forester,2.0,5,5,490,404,24003740702,24003740201,24003,740702,24003,740201,3050,3040
252,642,4245,1,3,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,80.072708,2,1,1,0,0,0,1,,0,0,0,3,2,1.139104,1,1.105717,1,3.064224,2,1,1,0,0,0.968327,2,2.007494,1598,54027,968400,54027968400,2089,914,24510,150400,24510150400,3,,2,4,,,,,,,,,0,,,,,1,,,,,,1.0,3.0,2005.0,Subaru,Forester,2.0,5,1,404,514,24003740201,24003702100,24003,740201,24003,702100,3040,3055
252,643,4246,2,1,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,57.041313,2,0,1,0,0,0,0,0,0,0,0,3,2,1.125317,1,1.016947,1,3.01577,2,1,1,0,0,0.078899,1,2.033355,238,24510,060400,24510060400,132,2826,24005,999999,24005999999,3,3650,8,4,1.003935,0,1.015095,,,,,,0,1,,,,2,1,25.552629,248.626282,04:09,04:35,1.0,1.0,2014.0,Subaru,Legacy/Outback,1.0,1,2,514,238,24003702100,24510060400,24003,702100,24510,060400,3055,
252,643,4247,2,2,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,57.041313,2,0,1,0,0,0,0,0,0,0,0,3,2,1.125317,1,1.016947,1,3.01577,2,1,1,0,0,0.078899,1,2.033355,238,24510,060400,24510060400,132,2826,24005,999999,24005999999,3,3650,8,4,,,,,,,,,0,,,,,2,0,,,,,1.0,1.0,2014.0,Subaru,Legacy/Outback,1.0,2,5,238,286,24510060400,24510260605,24510,060400,24510,260605,,
252,643,4248,2,3,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,57.041313,2,0,1,0,0,0,0,0,0,0,0,3,2,1.125317,1,1.016947,1,3.01577,2,1,1,0,0,0.078899,1,2.033355,238,24510,060400,24510060400,132,2826,24005,999999,24005999999,3,3650,8,4,,,,,,,,,0,1,,,,1,,,,,,1.0,1.0,2014.0,Subaru,Legacy/Outback,1.0,5,1,286,514,24510260605,24003702100,24510,260605,24003,702100,,3055
252,644,4249,3,1,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,54.312252,2,0,2,0,0,0,1,0,0,0,0,3,2,1.387623,1,1,1,4.24782,2,1,1,0,0,0,2,0.031348,2673,24033,800605,24033800605,1273,2057,51179,010405,51179010405,4,245,6,4,1,0,1,,,,,,0,,,,,2,,22.801071,251.183624,04:11,04:34,1.0,3.0,2013.0,Subaru,XV Crosstrek,1.0,1,2,514,2673,24003702100,24033800605,24003,702100,24033,800605,3055,1273
252,644,4250,3,2,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,54.312252,2,0,2,0,0,0,1,0,0,0,0,3,2,1.387623,1,1,1,4.24782,2,1,1,0,0,0,2,0.031348,2673,24033,800605,24033800605,1273,2057,51179,010405,51179010405,4,245,6,4,,,,,,,,,0,,,,,2,,,,,,1.0,3.0,2013.0,Subaru,XV Crosstrek,1.0,2,2,2673,2513,24033800605,24033803514,24033,800605,24033,803514,1273,1113
252,644,4251,3,3,13,0,8,5.020955,514,1,24_01203,3055,1,2.023237,4.080158,1.998379,1,0,2018-01-24,1,24003,702100,24003702100,54.312252,2,0,2,0,0,0,1,0,0,0,0,3,2,1.387623,1,1,1,4.24782,2,1,1,0,0,0,2,0.031348,2673,24033,800605,24033800605,1273,2057,51179,010405,51179010405,4,245,6,4,,,,,,,,,0,,,,,2,,,,,,1.0,3.0,2013.0,Subaru,XV Crosstrek,1.0,2,3,2513,482,24033803514,24003740800,24033,803514,24003,740800,1113,3048
