scenario,source_row,o_tpb_taz,d_tpb_taz,o_activity,d_activity,departure_time_min,travel_mode,vehicle_occupancy,person_weight,vehicle_weight_unscaled,vehicle_weight
synthetic,171,2786,1692,1,4,873,4,3,1.00000000,0.33333333,3.99999996
synthetic,176,1593,1508,2,1,1034,4,1,1.00000000,1.00000000,12.00000000
synthetic,183,2646,3631,18,1,702,4,1,1.00000000,1.00000000,12.00000000
synthetic,184,3549,3565,1,5,871,4,1,1.00000000,1.00000000,12.00000000
synthetic,186,2637,2651,7,2,736,4,1,1.00000000,1.00000000,12.00000000
synthetic,189,2343,1973,1,5,792,4,1,1.00000000,1.00000000,12.00000000
synthetic,199,2361,2327,16,16,889,4,2,1.00000000,0.50000000,6.00000000
synthetic,205,1728,2754,3,7,775,4,1,1.00000000,1.00000000,12.00000000
synthetic,208,2754,2741,2,1,797,4,1,1.00000000,1.00000000,12.00000000
synthetic,215,1670,1748,1,2,446,4,1,1.00000000,1.00000000,12.00000000
synthetic,217,1944,1649,1,5,979,4,2,1.00000000,0.50000000,6.00000000
synthetic,220,2131,1478,16,1,1086,4,1,1.00000000,1.00000000,12.00000000
synthetic,221,1472,1998,2,1,813,4,1,1.00000000,1.00000000,12.00000000
synthetic,223,2343,3527,1,5,457,4,1,1.00000000,1.00000000,12.00000000
synthetic,224,1821,2019,1,6,433,4,1,1.00000000,1.00000000,12.00000000
synthetic,235,2068,2081,2,1,1072,4,1,1.00000000,1.00000000,12.00000000
synthetic,251,3548,3435,1,16,603,4,1,1.00000000,1.00000000,12.00000000
synthetic,252,2774,2472,2,1,661,4,1,1.00000000,1.00000000,12.00000000
synthetic,272,1759,1681,1,2,549,4,1,1.00000000,1.00000000,12.00000000
synthetic,282,1564,2081,4,1,1063,4,1,1.00000000,1.00000000,12.00000000
synthetic,285,1671,1664,1,5,566,4,1,1.00000000,1.00000000,12.00000000
synthetic,290,1439,1800,11,1,964,4,1,1.00000000,1.00000000,12.00000000
synthetic,292,2807,3435,2,16,958,4,3,1.00000000,0.33333333,3.99999996
synthetic,293,1425,1421,9,16,956,4,1,1.00000000,1.00000000,12.00000000
synthetic,295,1543,1556,18,5,765,4,1,1.00000000,1.00000000,12.00000000
synthetic,296,2405,2406,3,11,699,4,5,1.00000000,0.20000000,2.40000000
synthetic,298,1982,1558,18,1,706,4,1,1.00000000,1.00000000,12.00000000
synthetic,299,1901,1563,7,1,661,4,1,1.00000000,1.00000000,12.00000000
synthetic,302,2302,1800,4,16,911,4,2,1.00000000,0.50000000,6.00000000
synthetic,313,1796,1465,2,7,826,4,1,1.00000000,1.00000000,12.00000000
synthetic,329,1650,1650,2,16,884,4,2,1.00000000,0.50000000,6.00000000
synthetic,330,1730,1625,6,1,968,4,1,1.00000000,1.00000000,12.00000000
synthetic,332,1800,1800,4,1,1188,4,1,1.00000000,1.00000000,12.00000000
synthetic,334,2089,2089,1,2,295,4,1,1.00000000,1.00000000,12.00000000
synthetic,337,2306,2306,1,16,678,4,2,1.00000000,0.50000000,6.00000000
synthetic,338,2145,1810,4,6,890,4,1,1.00000000,1.00000000,12.00000000
synthetic,342,1996,1981,1,16,991,4,1,1.00000000,1.00000000,12.00000000
synthetic,359,2375,3435,1,2,747,4,1,1.00000000,1.00000000,12.00000000
synthetic,371,1590,1940,1,13,1135,4,1,1.00000000,1.00000000,12.00000000
synthetic,376,1656,1653,16,1,873,4,1,1.00000000,1.00000000,12.00000000
synthetic,386,2014,2020,13,1,831,4,4,1.00000000,0.25000000,3.00000000
synthetic,387,1478,2265,2,1,861,4,1,1.00000000,1.00000000,12.00000000
synthetic,399,2754,2754,1,2,841,4,2,1.00000000,0.50000000,6.00000000
synthetic,409,3412,1703,1,2,434,4,1,1.00000000,1.00000000,12.00000000
synthetic,410,2011,2011,1,16,618,4,2,1.00000000,0.50000000,6.00000000
synthetic,414,1989,2123,1,2,387,4,1,1.00000000,1.00000000,12.00000000
synthetic,417,3438,3571,2,8,1156,4,1,1.00000000,1.00000000,12.00000000
synthetic,427,3470,2695,18,1,1154,5,2,1.00000000,0.50000000,6.00000000
synthetic,433,1945,3441,6,2,599,4,1,1.00000000,1.00000000,12.00000000
synthetic,436,2265,1579,10,2,886,4,1,1.00000000,1.00000000,12.00000000
synthetic,437,3566,2265,1,2,509,4,1,1.00000000,1.00000000,12.00000000
synthetic,441,1873,1998,5,1,804,4,1,1.00000000,1.00000000,12.00000000
synthetic,442,2559,2559,2,1,987,4,1,1.00000000,1.00000000,12.00000000
synthetic,446,2754,2307,16,1,1075,4,3,1.00000000,0.33333333,3.99999996
synthetic,448,1706,1706,1,5,624,4,1,1.00000000,1.00000000,12.00000000
synthetic,449,1692,2520,2,1,925,4,1,1.00000000,1.00000000,12.00000000
synthetic,459,2075,2073,1,5,1013,4,1,1.00000000,1.00000000,12.00000000
synthetic,462,2368,3580,16,1,1037,4,1,1.00000000,1.00000000,12.00000000
synthetic,464,1415,1412,1,5,1060,4,1,1.00000000,1.00000000,12.00000000
synthetic,471,2144,3631,1,2,564,4,1,1.00000000,1.00000000,12.00000000
synthetic,478,2735,2753,1,16,922,4,2,1.00000000,0.50000000,6.00000000
synthetic,499,3439,2358,2,1,1158,4,1,1.00000000,1.00000000,12.00000000
synthetic,500,3670,1770,7,2,549,4,1,1.00000000,1.00000000,12.00000000
synthetic,502,1920,2717,16,1,1210,4,2,1.00000000,0.50000000,6.00000000
synthetic,504,1798,2359,16,1,963,4,2,1.00000000,0.50000000,6.00000000
synthetic,518,1969,1969,7,2,845,4,1,1.00000000,1.00000000,12.00000000
synthetic,522,1768,1972,1,2,472,4,1,1.00000000,1.00000000,12.00000000
synthetic,525,1978,1642,1,16,922,5,1,1.00000000,1.00000000,12.00000000
synthetic,529,1740,1875,2,1,1119,4,1,1.00000000,1.00000000,12.00000000
synthetic,544,2472,2495,1,5,570,4,1,1.00000000,1.00000000,12.00000000
synthetic,545,1496,1496,2,1,785,4,1,1.00000000,1.00000000,12.00000000
synthetic,546,2047,2049,16,1,921,4,1,1.00000000,1.00000000,12.00000000
synthetic,564,2368,2197,4,1,941,4,1,1.00000000,1.00000000,12.00000000
synthetic,566,1531,1478,16,1,894,4,5,1.00000000,0.20000000,2.40000000
synthetic,577,2091,2131,14,1,1059,4,1,1.00000000,1.00000000,12.00000000
synthetic,578,1861,1858,1,16,1005,4,3,1.00000000,0.33333333,3.99999996
synthetic,587,1578,1573,1,5,737,4,1,1.00000000,1.00000000,12.00000000
synthetic,592,1800,1865,2,2,883,4,1,1.00000000,1.00000000,12.00000000
synthetic,597,1706,1737,1,5,680,4,1,1.00000000,1.00000000,12.00000000
synthetic,606,1579,2754,10,2,921,4,1,1.00000000,1.00000000,12.00000000
synthetic,616,2276,1920,1,16,907,4,1,1.00000000,1.00000000,12.00000000
synthetic,624,3479,3490,5,1,1097,4,2,1.00000000,0.50000000,6.00000000
synthetic,631,3533,3435,16,6,616,4,1,1.00000000,1.00000000,12.00000000
synthetic,633,1739,1983,1,2,902,4,1,1.00000000,1.00000000,12.00000000
synthetic,634,1591,1569,10,5,1161,4,1,1.00000000,1.00000000,12.00000000
synthetic,642,2161,1555,3,1,1110,4,1,1.00000000,1.00000000,12.00000000
synthetic,647,1496,1681,2,2,870,4,1,1.00000000,1.00000000,12.00000000
synthetic,649,2363,1539,1,16,750,4,2,1.00000000,0.50000000,6.00000000
synthetic,658,2637,2265,1,2,525,4,3,1.00000000,0.33333333,3.99999996
synthetic,659,3441,3568,18,2,362,4,1,1.00000000,1.00000000,12.00000000
synthetic,660,1700,1700,16,1,1164,4,3,1.00000000,0.33333333,3.99999996
synthetic,677,1750,1750,13,12,685,4,1,1.00000000,1.00000000,12.00000000
synthetic,678,1674,2034,2,2,603,4,1,1.00000000,1.00000000,12.00000000
synthetic,680,2177,2210,16,1,922,4,2,1.00000000,0.50000000,6.00000000
synthetic,693,3420,3420,1,2,675,4,1,1.00000000,1.00000000,12.00000000
synthetic,697,2106,2265,1,16,1044,4,1,1.00000000,1.00000000,12.00000000
synthetic,698,1972,1972,2,5,985,4,1,1.00000000,1.00000000,12.00000000
synthetic,702,1505,1414,1,2,600,4,1,1.00000000,1.00000000,12.00000000
synthetic,719,1532,2406,2,1,1073,4,1,1.00000000,1.00000000,12.00000000
synthetic,720,1514,1508,1,6,649,4,1,1.00000000,1.00000000,12.00000000
synthetic,723,1939,2765,4,1,947,4,1,1.00000000,1.00000000,12.00000000
synthetic,729,1547,2303,9,1,941,4,1,1.00000000,1.00000000,12.00000000
synthetic,732,2156,2156,16,1,1189,4,2,1.00000000,0.50000000,6.00000000
synthetic,733,2013,2262,2,5,1023,4,1,1.00000000,1.00000000,12.00000000
synthetic,746,1833,2278,16,1,1143,4,4,1.00000000,0.25000000,3.00000000
synthetic,747,2019,2790,16,1,949,4,1,1.00000000,1.00000000,12.00000000
synthetic,756,1540,1540,9,1,1138,4,2,1.00000000,0.50000000,6.00000000
synthetic,761,1907,2269,5,1,1146,4,2,1.00000000,0.50000000,6.00000000
synthetic,763,1918,3438,5,1,1023,4,2,1.00000000,0.50000000,6.00000000
synthetic,769,2414,2368,1,2,693,4,1,1.00000000,1.00000000,12.00000000
synthetic,776,2029,2134,11,7,1031,4,3,1.00000000,0.33333333,3.99999996
synthetic,790,1998,3439,1,10,788,4,1,1.00000000,1.00000000,12.00000000
synthetic,793,1508,1501,1,7,799,4,2,1.00000000,0.50000000,6.00000000
synthetic,798,2279,2646,2,1,774,4,1,1.00000000,1.00000000,12.00000000
synthetic,804,1573,1732,10,1,1041,4,1,1.00000000,1.00000000,12.00000000
synthetic,825,2327,1537,1,2,832,4,1,1.00000000,1.00000000,12.00000000
synthetic,843,1728,2371,1,15,941,4,2,1.00000000,0.50000000,6.00000000
synthetic,844,2337,2339,16,1,1024,4,2,1.00000000,0.50000000,6.00000000
synthetic,845,2499,3632,18,11,1102,4,1,1.00000000,1.00000000,12.00000000
synthetic,849,1908,2368,1,5,503,4,1,1.00000000,1.00000000,12.00000000
synthetic,866,2148,2148,3,1,1055,4,1,1.00000000,1.00000000,12.00000000
synthetic,902,2144,2144,4,5,896,4,1,1.00000000,1.00000000,12.00000000
synthetic,904,2142,1843,2,7,977,4,2,1.00000000,0.50000000,6.00000000
synthetic,917,1492,1734,16,1,838,1,1,1.00000000,1.00000000,12.00000000
synthetic,918,2069,2413,2,1,1103,4,1,1.00000000,1.00000000,12.00000000
synthetic,922,2479,2388,1,16,882,4,3,1.00000000,0.33333333,3.99999996
synthetic,931,2357,1696,16,16,945,4,1,1.00000000,1.00000000,12.00000000
synthetic,941,2567,2032,1,2,519,4,1,1.00000000,1.00000000,12.00000000
synthetic,959,1729,1894,18,1,923,4,3,1.00000000,0.33333333,3.99999996
synthetic,966,2357,2405,11,1,1066,4,1,1.00000000,1.00000000,12.00000000
synthetic,968,2028,1823,2,10,728,4,1,1.00000000,1.00000000,12.00000000
synthetic,976,3475,3470,2,1,963,4,1,1.00000000,1.00000000,12.00000000
synthetic,977,1674,2754,1,5,662,4,1,1.00000000,1.00000000,12.00000000
synthetic,983,2491,2508,1,13,659,4,1,1.00000000,1.00000000,12.00000000
synthetic,989,2754,2734,6,1,952,4,1,1.00000000,1.00000000,12.00000000
synthetic,992,1764,2636,1,7,767,4,1,1.00000000,1.00000000,12.00000000
synthetic,1010,2138,2125,8,1,838,4,1,1.00000000,1.00000000,12.00000000
synthetic,1013,2754,2753,13,7,1148,4,1,1.00000000,1.00000000,12.00000000
synthetic,1014,2726,1788,1,4,913,4,1,1.00000000,1.00000000,12.00000000
synthetic,1017,2396,2539,1,5,893,4,1,1.00000000,1.00000000,12.00000000
synthetic,1037,2393,1779,1,16,507,4,2,1.00000000,0.50000000,6.00000000
synthetic,1038,1810,2536,1,4,928,4,3,1.00000000,0.33333333,3.99999996
synthetic,1042,2597,2464,2,1,664,4,1,1.00000000,1.00000000,12.00000000
synthetic,1050,1556,3631,2,5,898,4,1,1.00000000,1.00000000,12.00000000
synthetic,1055,1683,1499,2,1,887,4,1,1.00000000,1.00000000,12.00000000
synthetic,1066,2049,2040,1,16,1138,4,1,1.00000000,1.00000000,12.00000000
synthetic,1070,1555,1569,1,16,1092,4,1,1.00000000,1.00000000,12.00000000
synthetic,1073,3420,1920,1,18,1111,4,2,1.00000000,0.50000000,6.00000000
synthetic,1075,2415,1559,5,1,1143,5,1,1.00000000,1.00000000,12.00000000
synthetic,1081,2738,2112,1,2,490,4,1,1.00000000,1.00000000,12.00000000
synthetic,1088,2413,2304,1,2,513,4,1,1.00000000,1.00000000,12.00000000
synthetic,1096,3568,3441,1,7,954,4,3,1.00000000,0.33333333,3.99999996
synthetic,1099,1995,1961,16,1,828,4,2,1.00000000,0.50000000,6.00000000
synthetic,1100,2081,3577,2,1,1016,4,1,1.00000000,1.00000000,12.00000000
synthetic,1105,3579,1824,6,2,588,4,1,1.00000000,1.00000000,12.00000000
synthetic,1106,1581,1543,2,1,1176,4,1,1.00000000,1.00000000,12.00000000
synthetic,1107,1493,1492,5,6,1004,4,2,1.00000000,0.50000000,6.00000000
synthetic,1109,1858,1817,16,2,788,4,1,1.00000000,1.00000000,12.00000000
synthetic,1119,3454,1575,2,1,916,4,1,1.00000000,1.00000000,12.00000000
synthetic,1122,1903,1540,2,1,916,4,1,1.00000000,1.00000000,12.00000000
synthetic,1130,2631,2631,16,1,966,4,3,1.00000000,0.33333333,3.99999996
synthetic,1135,2571,2560,16,7,906,5,1,1.00000000,1.00000000,12.00000000
synthetic,1141,1740,2341,2,1,873,4,1,1.00000000,1.00000000,12.00000000
synthetic,1152,1439,1854,1,2,955,4,1,1.00000000,1.00000000,12.00000000
synthetic,1172,1551,2318,1,16,570,4,2,1.00000000,0.50000000,6.00000000
synthetic,1186,2396,1740,1,2,487,4,1,1.00000000,1.00000000,12.00000000
synthetic,1204,1746,2112,4,7,829,4,1,1.00000000,1.00000000,12.00000000
synthetic,1209,1500,1730,1,2,571,4,1,1.00000000,1.00000000,12.00000000
synthetic,1216,2223,2201,6,1,979,4,1,1.00000000,1.00000000,12.00000000
synthetic,1220,2633,3620,1,5,1037,4,4,1.00000000,0.25000000,3.00000000
synthetic,1238,2630,1628,1,7,932,4,1,1.00000000,1.00000000,12.00000000
synthetic,1240,2357,2366,5,1,1068,4,2,1.00000000,0.50000000,6.00000000
synthetic,1243,2539,2624,5,5,756,4,1,1.00000000,1.00000000,12.00000000
synthetic,1249,1412,1525,5,1,1196,4,1,1.00000000,1.00000000,12.00000000
synthetic,1252,2272,2271,1,16,495,4,3,1.00000000,0.33333333,3.99999996
synthetic,1255,3548,2028,1,3,610,4,1,1.00000000,1.00000000,12.00000000
synthetic,1256,3477,1647,2,2,925,4,1,1.00000000,1.00000000,12.00000000
synthetic,1264,2343,2405,1,16,803,4,1,1.00000000,1.00000000,12.00000000
synthetic,1271,2032,2127,9,1,648,4,1,1.00000000,1.00000000,12.00000000
synthetic,1272,1959,1799,18,1,914,4,1,1.00000000,1.00000000,12.00000000
synthetic,1276,2138,2734,4,1,1048,5,2,1.00000000,0.50000000,6.00000000
synthetic,1279,2478,2132,5,1,891,4,1,1.00000000,1.00000000,12.00000000
synthetic,1280,1816,1817,1,2,458,4,1,1.00000000,1.00000000,12.00000000
synthetic,1282,1831,2305,13,1,1287,4,1,1.00000000,1.00000000,12.00000000
synthetic,1285,2670,2754,1,5,627,4,1,1.00000000,1.00000000,12.00000000
synthetic,1296,2362,1592,1,2,750,4,1,1.00000000,1.00000000,12.00000000
synthetic,1298,1938,1938,7,16,1100,4,2,1.00000000,0.50000000,6.00000000
synthetic,1308,2332,2359,6,1,941,4,1,1.00000000,1.00000000,12.00000000
synthetic,1321,2559,2560,2,6,812,4,1,1.00000000,1.00000000,12.00000000
synthetic,1322,3548,3543,7,5,858,4,1,1.00000000,1.00000000,12.00000000
synthetic,1338,1817,1879,2,16,820,4,1,1.00000000,1.00000000,12.00000000
synthetic,1344,2138,2134,16,1,966,4,2,1.00000000,0.50000000,6.00000000
synthetic,1347,2675,2754,2,7,644,4,2,1.00000000,0.50000000,6.00000000
synthetic,1350,3468,2754,2,8,937,4,1,1.00000000,1.00000000,12.00000000
synthetic,1354,2637,2637,10,1,1118,4,1,1.00000000,1.00000000,12.00000000
synthetic,1365,2632,1484,5,1,1129,4,1,1.00000000,1.00000000,12.00000000
synthetic,1371,1681,1686,2,7,1029,4,1,1.00000000,1.00000000,12.00000000
synthetic,1377,2646,1516,16,1,1412,4,2,1.00000000,0.50000000,6.00000000
synthetic,1381,2772,2754,1,16,387,4,2,1.00000000,0.50000000,6.00000000
synthetic,1382,1573,1902,5,1,803,4,2,1.00000000,0.50000000,6.00000000
synthetic,1386,2300,2324,16,16,663,4,2,1.00000000,0.50000000,6.00000000
synthetic,1388,1573,2071,16,1,819,4,4,1.00000000,0.25000000,3.00000000
synthetic,1389,3461,3674,1,14,807,4,3,1.00000000,0.33333333,3.99999996
synthetic,1390,3675,1664,1,5,671,4,1,1.00000000,1.00000000,12.00000000
synthetic,1392,1480,2020,11,1,1075,4,1,1.00000000,1.00000000,12.00000000
synthetic,1397,2541,2541,1,2,515,4,1,1.00000000,1.00000000,12.00000000
synthetic,1400,1567,1547,5,1,1066,4,1,1.00000000,1.00000000,12.00000000
synthetic,1408,1735,1761,16,2,531,4,1,1.00000000,1.00000000,12.00000000
synthetic,1411,2646,2592,1,4,541,4,1,1.00000000,1.00000000,12.00000000
synthetic,1425,2279,1938,1,16,1105,4,1,1.00000000,1.00000000,12.00000000
synthetic,1428,1586,1938,1,16,385,4,2,1.00000000,0.50000000,6.00000000
synthetic,1433,2307,2307,16,16,833,4,2,1.00000000,0.50000000,6.00000000
synthetic,1443,2754,3674,5,1,814,4,1,1.00000000,1.00000000,12.00000000
synthetic,1445,1912,1911,5,1,982,4,2,1.00000000,0.50000000,6.00000000
synthetic,1450,2069,2069,13,1,1070,4,1,1.00000000,1.00000000,12.00000000
synthetic,1471,1514,2377,1,5,852,4,2,1.00000000,0.50000000,6.00000000
synthetic,1478,1879,1632,1,16,864,4,1,1.00000000,1.00000000,12.00000000
synthetic,1483,1638,2304,16,1,1046,4,1,1.00000000,1.00000000,12.00000000
synthetic,1500,1728,3629,2,1,612,4,1,1.00000000,1.00000000,12.00000000
synthetic,1501,1853,3595,5,1,794,4,1,1.00000000,1.00000000,12.00000000
synthetic,1502,2045,1517,2,1,931,4,1,1.00000000,1.00000000,12.00000000
synthetic,1505,2269,1752,1,2,430,4,1,1.00000000,1.00000000,12.00000000
synthetic,1522,2631,2537,16,1,982,4,2,1.00000000,0.50000000,6.00000000
synthetic,1527,1480,1593,7,1,1143,4,1,1.00000000,1.00000000,12.00000000
synthetic,1538,2069,2652,1,4,537,4,2,1.00000000,0.50000000,6.00000000
synthetic,1542,2504,2504,7,1,867,4,2,1.00000000,0.50000000,6.00000000
synthetic,1543,1493,1532,1,5,1119,4,1,1.00000000,1.00000000,12.00000000
synthetic,1548,2302,1744,1,2,443,4,1,1.00000000,1.00000000,12.00000000
synthetic,1549,3454,3646,1,5,716,5,2,1.00000000,0.50000000,6.00000000
synthetic,1551,1812,3423,1,2,409,4,1,1.00000000,1.00000000,12.00000000
synthetic,1562,2091,2036,1,2,527,4,2,1.00000000,0.50000000,6.00000000
synthetic,1570,1536,1539,10,1,1183,4,1,1.00000000,1.00000000,12.00000000
synthetic,1576,1504,1505,11,1,1038,4,1,1.00000000,1.00000000,12.00000000
synthetic,1583,1836,1834,5,1,821,4,2,1.00000000,0.50000000,6.00000000
synthetic,1594,1627,2710,4,1,919,4,2,1.00000000,0.50000000,6.00000000
synthetic,1598,1478,1473,1,8,964,4,1,1.00000000,1.00000000,12.00000000
synthetic,1599,1960,2135,1,5,571,4,1,1.00000000,1.00000000,12.00000000
synthetic,1605,1649,1637,2,1,987,4,1,1.00000000,1.00000000,12.00000000
synthetic,1606,1979,1979,12,1,559,4,1,1.00000000,1.00000000,12.00000000
synthetic,1608,1637,1902,1,2,576,4,1,1.00000000,1.00000000,12.00000000
synthetic,1611,1803,1808,1,16,750,4,1,1.00000000,1.00000000,12.00000000
synthetic,1620,2329,3516,10,1,1024,4,1,1.00000000,1.00000000,12.00000000
synthetic,1626,3579,1800,6,5,867,4,1,1.00000000,1.00000000,12.00000000
synthetic,1628,2564,1750,1,16,844,4,2,1.00000000,0.50000000,6.00000000
synthetic,1631,1800,2370,10,18,798,4,1,1.00000000,1.00000000,12.00000000
synthetic,1632,2406,1800,16,6,646,4,3,1.00000000,0.33333333,3.99999996
synthetic,1642,2265,2060,5,1,888,4,1,1.00000000,1.00000000,12.00000000
synthetic,1643,1732,2726,2,16,969,4,1,1.00000000,1.00000000,12.00000000
synthetic,1644,2140,2147,7,1,1021,4,2,1.00000000,0.50000000,6.00000000
synthetic,1659,1488,1810,2,1,944,4,2,1.00000000,0.50000000,6.00000000
synthetic,1667,2278,1877,1,11,627,4,1,1.00000000,1.00000000,12.00000000
synthetic,1679,2144,2138,4,16,992,4,3,1.00000000,0.33333333,3.99999996
synthetic,1681,2140,1556,1,10,780,4,1,1.00000000,1.00000000,12.00000000
synthetic,1690,2395,2405,6,13,750,4,2,1.00000000,0.50000000,6.00000000
synthetic,1712,2396,1472,1,2,387,4,1,1.00000000,1.00000000,12.00000000
synthetic,1725,1658,1654,5,18,743,4,1,1.00000000,1.00000000,12.00000000
synthetic,1730,1636,2145,1,2,687,4,1,1.00000000,1.00000000,12.00000000
synthetic,1731,1868,1665,2,1,766,4,1,1.00000000,1.00000000,12.00000000
synthetic,1735,1415,1642,9,5,693,4,1,1.00000000,1.00000000,12.00000000
synthetic,1736,2594,1967,16,1,977,4,3,1.00000000,0.33333333,3.99999996
synthetic,1741,2406,2748,10,10,509,4,1,1.00000000,1.00000000,12.00000000
synthetic,1748,1922,2624,1,16,430,4,2,1.00000000,0.50000000,6.00000000
synthetic,1753,3423,1945,2,5,841,4,1,1.00000000,1.00000000,12.00000000
synthetic,1762,1987,1511,1,14,1000,4,2,1.00000000,0.50000000,6.00000000
synthetic,1770,2228,1737,1,2,328,4,1,1.00000000,1.00000000,12.00000000
synthetic,1780,2637,3548,2,1,856,4,1,1.00000000,1.00000000,12.00000000
synthetic,1784,2251,2342,5,14,1035,5,1,1.00000000,1.00000000,12.00000000
synthetic,1793,1820,1824,10,5,885,4,1,1.00000000,1.00000000,12.00000000
synthetic,1804,2422,1868,1,2,342,4,1,1.00000000,1.00000000,12.00000000
synthetic,1815,1955,1492,7,1,983,4,1,1.00000000,1.00000000,12.00000000
synthetic,1817,1769,1628,1,2,316,4,1,1.00000000,1.00000000,12.00000000
synthetic,1820,1594,1759,16,1,1030,4,4,1.00000000,0.25000000,3.00000000
synthetic,1821,1742,1472,2,5,792,4,1,1.00000000,1.00000000,12.00000000
synthetic,1822,1989,1989,1,10,578,4,1,1.00000000,1.00000000,12.00000000
synthetic,1828,2750,2750,5,5,741,4,1,1.00000000,1.00000000,12.00000000
synthetic,1832,1929,1880,1,4,867,5,1,1.00000000,1.00000000,12.00000000
synthetic,1834,1760,1973,1,3,522,4,1,1.00000000,1.00000000,12.00000000
synthetic,1843,1969,2228,11,1,1055,4,1,1.00000000,1.00000000,12.00000000
synthetic,1845,2394,3674,5,6,727,4,1,1.00000000,1.00000000,12.00000000
synthetic,1858,1682,1549,7,10,1113,4,2,1.00000000,0.50000000,6.00000000
synthetic,1873,2089,2041,5,1,782,4,1,1.00000000,1.00000000,12.00000000
synthetic,1880,3512,3595,2,1,994,4,1,1.00000000,1.00000000,12.00000000
synthetic,1885,1456,1540,12,5,731,4,2,1.00000000,0.50000000,6.00000000
synthetic,1888,2262,2262,13,5,721,4,1,1.00000000,1.00000000,12.00000000
synthetic,1889,1739,1547,2,1,992,4,1,1.00000000,1.00000000,12.00000000
synthetic,1891,2737,2668,8,1,1087,4,1,1.00000000,1.00000000,12.00000000
synthetic,1896,2676,2676,1,18,718,4,2,1.00000000,0.50000000,6.00000000
synthetic,1904,2717,1628,1,9,522,4,1,1.00000000,1.00000000,12.00000000
synthetic,1912,2357,2357,5,5,1048,4,1,1.00000000,1.00000000,12.00000000
synthetic,1919,1659,2347,1,2,400,4,1,1.00000000,1.00000000,12.00000000
synthetic,1921,2508,2331,1,10,450,4,1,1.00000000,1.00000000,12.00000000
synthetic,1926,1590,2138,1,18,960,4,1,1.00000000,1.00000000,12.00000000
synthetic,1932,1543,1473,1,2,542,4,1,1.00000000,1.00000000,12.00000000
synthetic,1937,2398,2510,2,1,1027,4,1,1.00000000,1.00000000,12.00000000
synthetic,1939,1492,1493,16,2,498,4,1,1.00000000,1.00000000,12.00000000
synthetic,1942,3665,3669,5,16,814,4,1,1.00000000,1.00000000,12.00000000
synthetic,1952,2638,2630,16,16,482,4,2,1.00000000,0.50000000,6.00000000
synthetic,1954,2075,3675,5,1,837,4,1,1.00000000,1.00000000,12.00000000
synthetic,1958,1863,1863,1,16,511,1,1,1.00000000,1.00000000,12.00000000
synthetic,1962,3514,1982,1,5,905,4,1,1.00000000,1.00000000,12.00000000
synthetic,1966,1758,1731,1,3,1038,4,1,1.00000000,1.00000000,12.00000000
synthetic,1968,1973,1798,7,5,791,4,1,1.00000000,1.00000000,12.00000000
