example_id,filename,o_tract_fips,d_tract_fips,o_state_fips,d_state_fips,proxy_distance_km,displayed_screenlines,cached_validation_path_rows,cached_unique_screenlines,validation_candidate_screenlines,missing_point_touch_adjacencies,nearby_mdot_station_points,nearby_mdot_unique_station_ids,nearby_fhwa_station_ids,nearby_fhwa_active_station_ids,mapped_station_ids,mapped_fhwa_station_ids,mapped_station_screenline_links,x_min,y_min,x_max,y_max
21,screenline_021_O_11001007803_D_24031705602.png,11001007803,24031705602,11,24,14.753547523273472,18,2,2,2,5,168,167,0,0,1,0,1,389605.5260759298,133777.70018563358,407649.99957654683,146043.66023910185
22,screenline_022_O_24031703301_D_24031701218.png,24031703301,24031701218,24,24,2.5978878007961668,3,3,3,3,0,97,97,0,0,4,0,4,387059.6791987554,151762.23332618934,394504.41706654016,158797.6692861224
23,screenline_023_O_24005491300_D_24003730401.png,24005491300,24003730401,24,24,25.85424100047566,17,16,16,16,12,1009,1007,6,4,29,0,29,428632.3444523763,161880.2695400692,438686.97106416355,194110.2693547011
24,screenline_024_O_24005402603_D_24005492402.png,24005402603,24005492402,24,24,3.441507105504778,2,2,2,2,0,93,93,2,0,2,0,2,412526.6303865504,187381.8924278388,423061.0023555245,195680.69071142605
25,screenline_025_O_24003707002_D_24003740800.png,24003707002,24003740800,24,24,31.749152916648967,6,5,5,5,0,428,428,3,2,7,0,7,423396.1487078723,119381.68585210794,445992.5552605937,160478.9914475473
26,screenline_026_O_24033802407_D_51013101100.png,24033802407,51013101100,24,51,21.265889739470555,23,4,4,4,4,85,85,0,0,8,0,10,383602.76020274765,129624.42679268937,410667.78740624205,138476.75614834065
27,screenline_027_O_24045010603_D_24047950800.png,24045010603,24047950800,24,24,24.647197342709322,3,3,3,3,0,253,253,5,5,4,1,4,521244.6141064948,66405.59479329176,571157.9261676033,92305.855733356
28,screenline_028_O_24031700206_D_51059480202.png,24031700206,51059480202,24,51,36.74200662280046,17,12,12,12,4,538,538,3,3,31,0,33,374610.0536290655,134816.53107632368,389772.91852245474,181732.9935013624
29,screenline_029_O_24009861004_D_24037875802.png,24009861004,24037875802,24,24,9.622503876014633,2,2,1,1,1,47,47,1,1,3,0,3,438277.37460236007,65715.48200150947,455602.2452798954,82306.2970110015
30,screenline_030_O_24031701408_D_24031701410.png,24031701408,24031701410,24,24,5.1526260892242846,2,2,2,2,0,196,196,1,0,6,0,6,395616.1128591301,154525.72346938116,411640.189704505,166247.2386082704
31,screenline_031_O_24027602700_D_24031700817.png,24027602700,24031700817,24,24,39.07887047796596,21,20,20,20,4,1035,1035,8,4,47,0,48,378536.09588273376,155262.735498284,423485.32714318804,180870.94303182833
32,screenline_032_O_24009861004_D_24009860701.png,24009861004,24009860701,24,24,28.81445537345097,3,2,2,2,2,89,89,1,1,5,0,5,425975.97670253145,70975.61611835942,455900.6709143473,104302.78781791234
33,screenline_033_O_24005420900_D_24005421000.png,24005420900,24005421000,24,24,0.5633955728927881,1,3,1,1,0,61,61,0,0,2,0,2,438576.4171158932,174459.9706985317,444085.6096678494,180056.38959901992
34,screenline_034_O_24510220100_D_24027602900.png,24510220100,24027602900,24,24,15.74493583489357,16,15,15,15,3,508,507,3,1,39,0,42,413827.0788036706,175951.6950075894,436272.1362671444,182992.3061243201
35,screenline_035_O_24033807102_D_11001002302.png,24033807102,11001002302,24,11,8.37126299607067,11,8,8,8,1,236,235,1,1,12,0,15,396332.42768520315,137820.91388534955,409499.1910336857,148262.05404518094
36,screenline_036_O_24045010101_D_24039930500.png,24045010101,24039930500,24,24,45.25493722015393,8,6,6,6,1,271,271,4,4,15,0,15,492131.9837961757,23186.656791544545,532287.6073330248,87963.33009464081
37,screenline_037_O_24033807000_D_24033806000.png,24033807000,24033806000,24,24,5.0502762217266985,2,2,2,2,2,191,190,1,1,5,0,5,400498.986207061,141083.02719964643,409302.7590059423,151906.68634394265
38,screenline_038_O_24510220100_D_24005404101.png,24510220100,24005404101,24,24,23.96199666222342,25,25,25,25,1,1095,1094,9,4,34,1,42,411463.4776256887,177026.78228711893,436272.1362671444,200125.80904703232
39,screenline_039_O_24013508200_D_24013508102.png,24013508200,24013508102,24,24,4.503530314799677,1,1,1,1,0,39,39,0,0,2,0,2,402598.42489157984,204744.35254233525,416494.43268621044,221078.84571679585
40,screenline_040_O_51153900100_D_24033802104.png,51153900100,24033802104,51,24,38.48720105377831,18,9,9,9,3,383,383,5,2,12,0,13,375418.68691622006,101136.65319156306,414222.7280396767,133391.25584892253
41,screenline_041_O_24003706301_D_24003706600.png,24003706301,24003706600,24,24,4.4306951882633046,5,4,4,4,0,118,118,0,0,3,0,3,438213.9985649034,140168.0863330007,448792.1279244511,150449.1613081271
42,screenline_042_O_24021772200_D_24021751902.png,24021772200,24021751902,24,24,3.744960623370751,2,2,2,2,0,147,147,1,0,1,1,2,362513.1597410195,189601.4445643841,375089.62406268454,198195.40591064192
43,screenline_043_O_24031704805_D_24031706010.png,24031704805,24031706010,24,24,7.7102163450854935,6,5,5,5,1,243,243,1,1,14,0,14,382695.90183420095,144313.0369774829,394396.4994808205,153909.57408125763
44,screenline_044_O_24033801307_D_24033801312.png,24033801307,24033801312,24,24,4.23935079806348,2,2,2,2,0,24,24,1,0,3,0,3,394220.051204553,112462.23481579678,404746.76603566966,123512.99549661996
45,screenline_045_O_24031701202_D_24031701314.png,24031701202,24031701314,24,24,12.43550056397655,10,10,10,10,0,228,228,0,0,11,0,14,388315.8250980686,149280.67649313787,397633.3647259676,167017.15320185325
46,screenline_046_O_24510120100_D_24510120201.png,24510120100,24510120201,24,24,1.0403117599403595,1,1,1,1,0,141,141,0,0,1,0,1,430259.8089086569,181976.84821487093,435678.123463584,188040.1212081011
47,screenline_047_O_24021751701_D_24031700818.png,24021751701,24031700818,24,24,32.372188260923004,10,8,8,8,1,369,369,4,2,19,1,19,363118.3584029743,163011.66104635558,384243.2479493056,206439.92697091476
48,screenline_048_O_24003730901_D_24003741000.png,24003730901,24003741000,24,24,19.435218840966847,4,1,1,1,2,416,416,3,1,1,0,1,425200.0988464273,143207.09074990894,450136.4431644495,164281.45114478367
49,screenline_049_O_24003740603_D_24005401400.png,24003740603,24005401400,24,24,20.7884151939149,8,8,8,8,1,624,624,8,6,18,0,21,412495.9006724917,149752.42384859922,427279.3568177024,180735.24439626693
50,screenline_050_O_24025301301_D_24025301602.png,24025301301,24025301602,24,24,7.03794640515972,4,4,3,3,0,64,64,2,0,2,0,3,451296.95649862423,191698.42903309636,467140.2504392476,200961.03312161236
51,screenline_051_O_24510060400_D_24005490400.png,24510060400,24005490400,24,24,12.723880451449757,13,13,13,13,0,677,676,5,3,12,0,12,426408.4647729359,178449.37139345246,437592.5980681146,196684.72842158086
52,screenline_052_O_24027602800_D_24027602700.png,24027602800,24027602700,24,24,2.3689977764725283,1,3,1,1,0,114,114,0,0,1,0,1,413458.128960153,171359.4771351469,422385.38015970844,181065.69461791543
53,screenline_053_O_24031700604_D_24031700816.png,24031700604,24031700816,24,24,7.875199572006264,7,5,4,4,0,134,134,0,0,4,0,5,368264.03854793916,151195.35117161451,384855.2155220033,164922.56278480034
54,screenline_054_O_11001007301_D_24017850101.png,11001007301,24017850101,11,24,21.472560598477248,7,1,1,1,2,93,93,1,0,1,0,1,387349.0437829158,103894.80519816559,402037.85365991027,135619.4583727969
55,screenline_055_O_24005490602_D_24510271200.png,24005490602,24510271200,24,24,2.2830502079080004,1,2,1,1,1,133,133,0,0,1,0,1,429520.4733230092,185286.50015662832,435944.63380703813,193134.52410419242
56,screenline_056_O_24003731202_D_24027605102.png,24003731202,24027605102,24,24,38.37164833984097,14,13,13,13,4,1253,1252,12,6,27,0,28,398434.6637863514,151539.36697699066,451010.81986416085,174273.1786205948
57,screenline_057_O_24027606707_D_24027601201.png,24027606707,24027601201,24,24,8.140761309953195,5,5,5,5,1,356,356,7,6,19,1,19,410335.75924178655,163649.59812995675,428216.0719310258,175088.8182851807
58,screenline_058_O_24003730604_D_24003731102.png,24003730604,24003731102,24,24,10.083239070691375,5,5,5,5,0,123,123,1,0,10,0,11,432339.617933141,150158.55538897682,450420.7229558845,161607.56876354868
59,screenline_059_O_24027605503_D_24033800504.png,24027605503,24033800504,24,24,31.391582180455597,12,10,9,9,4,1030,1030,12,10,23,0,25,406658.32738177036,140576.46265420548,429021.0540640822,176690.6515751624
60,screenline_060_O_24017850706_D_24017851400.png,24017850706,24017851400,24,24,15.390307983757392,4,5,4,4,1,98,98,3,2,7,1,8,399082.0696490466,89744.37635470905,431676.34401224065,112623.48698966163
61,screenline_061_O_24003730100_D_24025301202.png,24003730100,24025301202,24,24,39.4042022224217,22,20,20,20,1,1355,1354,9,4,34,0,41,432298.83844467066,160647.5381135607,462574.6476481016,207223.77556614688
62,screenline_062_O_24031701314_D_24031701409.png,24031701314,24031701409,24,24,10.751728778915757,4,4,4,4,0,148,148,1,0,6,0,6,392040.1857473393,155217.8526584365,407935.9252927729,167017.15320185325
63,screenline_063_O_24510040200_D_24510170300.png,24510040200,24510170300,24,24,0.9014552118180431,2,2,2,2,0,208,207,0,0,6,0,6,429529.5472112918,177828.08316875258,434600.406741902,183505.64518452756
64,screenline_064_O_24510130806_D_24005402305.png,24510130806,24005402305,24,24,8.54631220235976,8,8,8,8,1,292,292,3,1,8,0,10,419681.06391051254,182392.98246152102,432995.1557608467,191810.53103441777
65,screenline_065_O_24025301602_D_24025301202.png,24025301602,24025301202,24,24,8.209840764121905,3,3,3,3,2,96,96,2,0,9,1,9,453894.4399604072,192444.0719090436,467140.2504392476,206011.62125907198
66,screenline_066_O_24510080800_D_24510100300.png,24510080800,24510100300,24,24,1.4627388364296503,3,3,3,3,0,197,196,0,0,2,0,2,431505.93623255275,179127.27192685413,437530.05855474825,184016.68240362668
67,screenline_067_O_24005491201_D_24005491600.png,24005491201,24005491600,24,24,1.2628452746944046,1,1,1,1,0,136,136,1,1,4,0,4,433449.9957947664,189226.2130517377,440475.7148739706,194765.60832406578
68,screenline_068_O_24025304201_D_24005490800.png,24025304201,24005490800,24,24,21.477705231960147,3,2,2,2,3,410,410,1,1,9,1,9,431613.55254823563,188451.80248016698,450703.7637059073,220970.5797312634
69,screenline_069_O_24021751003_D_11001001302.png,24021751003,11001001302,24,11,57.6231526650006,24,21,21,21,8,1255,1255,4,3,59,0,60,357944.59390864725,136107.23852354658,400069.23299228755,197204.41225063885
70,screenline_070_O_24005404402_D_24005408303.png,24005404402,24005408303,24,24,6.928586476718586,2,2,2,2,0,72,72,0,0,2,0,2,413377.4895006835,195055.28723111533,429080.02435413876,205283.03179888893
71,screenline_071_O_24003750801_D_24003730601.png,24003750801,24003730601,24,24,9.802373135013069,5,4,4,4,2,289,288,3,1,13,1,14,427783.66463056055,154567.81111404242,436804.11417005723,172099.68196906138
72,screenline_072_O_24033805700_D_24033805601.png,24033805700,24033805601,24,24,0.7377827539142262,2,2,2,2,0,81,81,1,1,1,0,2,398771.19359442877,144186.4334273339,404750.5624053841,150257.99530291444
73,screenline_073_O_24510260102_D_24005491701.png,24510260102,24005491701,24,24,8.031951013427582,10,10,10,10,0,246,246,3,1,16,0,19,435147.1487627094,182652.84437094876,442657.1689433608,196446.72677449122
74,screenline_074_O_24510270102_D_24510010400.png,24510270102,24510010400,24,24,6.863313350682484,6,8,6,6,4,270,270,0,0,8,0,8,433626.47453309037,176242.5421874474,440584.6651235307,188419.05178045394
75,screenline_075_O_24005402407_D_24005404101.png,24005402407,24005404101,24,24,10.637056541471548,7,5,5,5,1,207,207,4,2,8,0,8,411463.4776256887,181618.80711965912,424005.7144437247,200125.80904703232
76,screenline_076_O_24025303204_D_24005408100.png,24025303204,24005408100,24,24,22.998159851939043,1,1,1,1,3,175,175,2,2,1,0,1,426593.60612883756,200791.00891271725,456154.28697861644,219580.44838545285
77,screenline_077_O_24005440900_D_24005441000.png,24005440900,24005441000,24,24,2.0670131486151893,2,3,2,2,1,120,120,2,0,6,0,6,438546.6258809948,181997.6753688206,445815.5442515341,188975.85779975678
78,screenline_078_O_24045010605_D_51001980200.png,24045010605,51001980200,24,51,47.419081806215424,3,1,1,1,0,215,215,2,2,1,0,1,513955.34835770755,13270.994574861466,547327.1692244766,80536.6320161465
79,screenline_079_O_24031700813_D_24031700304.png,24031700813,24031700304,24,24,4.990641705620284,6,5,5,5,0,113,113,2,2,6,0,7,374406.805623618,164302.6325239227,384542.0166192677,174626.2535967298
80,screenline_080_O_24031701421_D_24003740102.png,24031701421,24003740102,24,24,21.370781390303627,17,17,17,17,0,619,619,5,4,43,0,46,399782.53338763665,149471.30632524265,426628.53932058776,169831.679922592
81,screenline_081_O_24003740500_D_24005401102.png,24003740500,24005401102,24,24,23.22546274247915,13,13,13,13,0,679,679,9,7,35,1,36,411806.24495677854,156751.25456666117,426860.15461935423,185779.23913787468
82,screenline_082_O_24033801404_D_24033801309.png,24033801404,24033801309,24,24,7.887670109068376,3,2,2,2,0,94,94,1,0,4,0,4,390485.7558633479,112053.62080561335,403169.1280936431,128180.01706612705
83,screenline_083_O_24031700834_D_24031700613.png,24031700834,24031700613,24,24,7.007401323691703,5,5,5,5,1,134,134,2,2,6,0,6,369027.56624333555,159866.68744046462,383393.2385579484,171449.55100458974
84,screenline_084_O_24033805500_D_11001010600.png,24033805500,11001010600,24,11,8.726308727682543,13,5,5,5,1,97,97,0,0,6,0,8,397213.03604173264,134457.07147503956,404857.2808588501,148583.39134859366
85,screenline_085_O_24005401504_D_24510250103.png,24005401504,24510250103,24,24,8.283479239907264,6,7,6,6,2,339,339,4,2,12,0,13,415551.17680252506,174639.02335023566,430978.06934154825,184236.08494751292
86,screenline_086_O_24033806712_D_24027605503.png,24033806712,24027605503,24,24,24.551892591268633,14,12,12,12,2,378,378,3,2,29,0,31,406369.03984139714,144807.36679427745,415784.48785870825,176377.25126849042
87,screenline_087_O_24510270502_D_24005492102.png,24510270502,24005492102,24,24,2.1774218282994884,3,3,3,3,0,151,151,2,0,7,0,9,435053.1047893072,185096.40110709262,442614.24357130675,192324.73434933007
88,screenline_088_O_24510160300_D_24510040200.png,24510160300,24510040200,24,24,1.9141097581082904,4,4,4,4,1,226,225,0,0,7,0,7,428523.5389566058,177828.08316875258,434600.406741902,183727.07713145783
89,screenline_089_O_24003740201_D_24025301302.png,24003740201,24025301302,24,24,42.15829971539776,25,22,21,21,4,1907,1905,15,7,42,0,46,426560.70730542357,159236.4436824094,462805.6041399032,199549.31765197593
90,screenline_090_O_24031706012_D_24031704501.png,24031706012,24031704501,24,24,1.8809139750581474,2,2,2,2,0,130,130,0,0,7,0,7,383995.60647276364,147174.61407700542,391672.9151829806,154217.59480181642
91,screenline_091_O_24510280402_D_24510120600.png,24510280402,24510120600,24,24,6.620385348563597,10,11,10,10,3,340,339,0,0,8,0,10,424310.4308855778,178643.40607438257,435207.71542687697,185981.47441464927
92,screenline_092_O_24033807408_D_24013514100.png,24033807408,24013514100,24,24,45.86945608807955,14,10,10,10,1,1167,1167,8,4,29,0,37,391647.17106097675,144093.60539755833,417201.3338429269,205619.38538948135
93,screenline_093_O_24005403202_D_24005403402.png,24005403202,24005403402,24,24,3.2467674286389303,2,2,2,2,0,115,115,2,0,2,0,2,420909.178907434,183383.55577820813,426914.61954120215,193328.5043045789
94,screenline_094_O_24027605505_D_11001007301.png,24027605505,11001007301,24,11,41.157637326429956,29,16,16,16,6,1215,1214,6,3,39,0,50,392191.1882460619,124341.77099332554,412790.9169294437,177120.92471785558
95,screenline_095_O_24510200500_D_24510200300.png,24510200500,24510200300,24,24,0.6370056236294335,1,1,1,1,0,135,135,1,0,5,0,5,427320.36006692285,176649.45487914083,432508.3023700147,182053.56292389517
96,screenline_096_O_24031703209_D_24031701214.png,24031703209,24031701214,24,24,5.18801963080366,8,9,8,8,0,191,191,0,0,12,0,13,388729.8067980875,148446.99505285246,399783.3346640085,155575.07967588186
97,screenline_097_O_24013505101_D_24043000500.png,24013505101,24043000500,24,24,69.1933454321066,13,6,6,6,1,826,826,5,3,8,0,8,332700.648443636,187409.26720276763,411954.5622990448,226319.56055299216
98,screenline_098_O_24021750803_D_24043011302.png,24021750803,24043011302,24,24,26.176922592836863,8,4,4,4,0,314,314,4,2,10,0,10,338442.81150185957,192079.42914685557,371060.0147864644,219877.4827926975
99,screenline_099_O_24510170100_D_24510120600.png,24510170100,24510120600,24,24,2.0942551185626304,4,4,4,4,0,229,228,0,0,11,0,13,430117.0216795127,178779.78321118728,435235.9516891667,185965.49591673547
100,screenline_100_O_24005408900_D_24005490900.png,24005408900,24005490900,24,24,10.548374903691613,9,10,9,9,1,286,286,6,4,21,1,22,428051.2684829815,189361.34192184903,439147.1487627094,206162.75029557312
101,screenline_101_O_24005452000_D_24005421200.png,24005452000,24005421200,24,24,5.042716929194779,4,3,3,3,0,81,81,0,0,3,0,5,440081.3677779561,171817.39591666046,450592.24507030484,178882.94041932264
102,screenline_102_O_24033802404_D_24033802803.png,24033802404,24033802803,24,24,1.8844089386340521,2,1,1,1,0,67,67,0,0,2,0,2,404918.30353124463,130227.74406414825,412112.3995336643,137497.36451708718
103,screenline_103_O_24031703201_D_24031703702.png,24031703201,24031703702,24,24,4.770608266340733,6,6,6,6,2,142,142,0,0,11,0,11,388518.29726239975,150597.758854303,397680.5525399158,160545.35802185163
104,screenline_104_O_24031701503_D_24003740500.png,24031701503,24003740500,24,24,16.902092902394443,13,13,13,13,1,337,337,1,0,30,0,33,397702.14036459394,150814.66657978878,421021.4333961372,163958.9662879518
105,screenline_105_O_24510180200_D_24510190100.png,24510180200,24510190100,24,24,0.4948362933180826,1,1,1,1,0,163,162,0,0,2,0,2,428579.09163245594,178063.02527687306,433591.52941214707,182746.89485061573
106,screenline_106_O_24003750804_D_24027602800.png,24003750804,24027602800,24,24,18.081309996123785,9,9,9,9,0,898,897,10,7,21,1,23,413458.128960153,164906.55622549987,435477.6625132158,181065.69461791543
107,screenline_107_O_24033800208_D_11001007503.png,24033800208,11001007503,24,11,24.17414490788988,11,9,9,9,6,708,707,5,4,13,0,16,398632.06673741393,130487.15481115747,415965.2347834768,157797.9640716659
108,screenline_108_O_24027606906_D_24033807200.png,24027606906,24033807200,24,24,15.783272777606577,11,11,11,11,1,435,435,2,1,31,0,33,401001.2725168723,143529.28335123273,416374.92450508795,164397.38408688336
109,screenline_109_O_24005401506_D_24005402407.png,24005401506,24005402407,24,24,2.7616435846282354,3,3,3,3,0,87,87,2,1,2,0,3,415540.61032938055,179890.11088518225,424005.7144437247,189432.97777443242
110,screenline_110_O_24005403803_D_24005441000.png,24005403803,24005441000,24,24,15.536319740403997,12,12,12,12,4,766,766,7,3,15,1,17,421903.30296779674,181997.6753688206,443893.39870665275,195342.48186925513
111,screenline_111_O_51153900403_D_24009860502.png,51153900403,24009860502,51,24,68.11965190202862,16,10,10,10,3,196,196,3,2,16,0,16,365805.54341423523,90419.76035317051,448642.81768072397,116729.42989510384
112,screenline_112_O_24033806710_D_24033800213.png,24033806710,24033800213,24,24,11.125184774324165,7,7,7,7,0,185,185,1,1,16,0,19,407071.62317831535,143599.11020425204,415198.5299220651,160809.60546308607
113,screenline_113_O_24015030506_D_24025306100.png,24015030506,24025306100,24,24,26.079046645239416,5,4,4,4,2,143,143,1,1,12,0,12,473047.12866348337,204630.63218142075,506653.72080417897,222083.11176839544
114,screenline_114_O_24005402504_D_24005401504.png,24005402504,24005401504,24,24,9.044166610973116,4,3,3,3,0,186,186,4,1,4,1,4,411532.1410869601,177531.71172297763,423376.18883723934,192344.25830750825
115,screenline_115_O_51059490103_D_24031701214.png,51059490103,24031701214,51,24,35.4929290745383,23,8,8,8,5,311,311,1,1,25,0,25,354056.0459047315,129563.3545426908,395239.4168138802,154722.09200775574
116,screenline_116_O_24035810400_D_24035810800.png,24035810400,24035810800,24,24,22.99601566320797,1,1,1,1,2,108,108,1,1,1,0,1,454671.97091228655,142513.22533724117,491084.42759970843,169065.54438460362
117,screenline_117_O_24033807200_D_24033803513.png,24033807200,24033803513,24,24,15.417753746701266,10,10,10,10,4,486,485,4,4,17,0,18,401001.2725168723,132501.73861535563,418400.000726882,150746.27342112022
118,screenline_118_O_24031700723_D_24031700706.png,24031700723,24031700706,24,24,2.490181056229649,1,1,1,1,0,82,82,1,1,1,0,1,376236.92215526156,161626.21833046354,385370.43984953145,167939.23488370236
119,screenline_119_O_24033801802_D_24017850709.png,24033801802,24017850709,24,24,21.721201842425476,11,12,11,11,1,292,292,2,0,19,1,25,401479.6054227658,104539.48714032656,419771.442810584,132474.3522992964
120,screenline_120_O_24027606601_D_24027601204.png,24027606601,24027601204,24,24,8.293205059810841,5,7,5,5,1,277,277,6,5,6,0,8,411289.9883691158,165904.7231629865,426196.1744916844,176645.03062562709
